Unnamed: 0,speaker,text,domain-intent,rating 1,rating 2,rating 3,rating 4,rating 5,domain,intent,avg_rating,conv_ID,turn_id,wt_avg_rating,word_count,satisfaction_rating,sentiment,politeness,clause_to_sentence_ratio,dialogue_depth,lexical_diversity,rare_ratio,common_ratio,stopword_ratio,?,!,...
2304,USER,Does is charge a fee if you want to stay with pets?,,3.0,3.0,3.0,,,,,3.0,98,12,3.0,12,Medium,Positive,0,2.0,0,1.0,0.0833333333333333,0.5,0.5833333333333334,1,0,0
2305,SYSTEM,There is no fee because pets are not allowed. Should I book it for you still?,,,,,,,,,,98,13,,16,Medium,Negative,0,1.5,2,1.0,0.25,0.5,0.6875,1,0,0
2306,USER,Yes please book for 7 people for 5 nights starting from monday.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,98,14,3.0,12,Medium,Positive,1,1.0,0,0.9166666666666666,0.0833333333333333,0.25,0.25,0,0,0
2307,SYSTEM,You are booked at Finches Bed and Breakfast. Your reference number is LMAP8LOO. Is there anything else I can help you with?,Booking-Book,,,,,,Booking,Book,,98,15,,22,Medium,Positive,0,1.3333333333333333,0,1.0,0.2727272727272727,0.4090909090909091,0.5,1,0,0
2308,USER,"I also need to book passage on a train on friday, from cambridge to birmingham new street.",Train-Inform,3.0,4.0,3.0,,,Train,Inform,3.33,98,16,3.33,17,High,Neutral,0,1.0,0,0.8823529411764706,0.2941176470588235,0.4117647058823529,0.4117647058823529,0,0,0
2309,SYSTEM,What time do you want to depart?,Train-Request,,,,,,Train,Request,,98,17,,7,Medium,Positive,0,1.0,0,1.0,0.1428571428571428,0.7142857142857143,0.5714285714285714,1,0,0
2310,USER,"It needs to leave sometime after 15:45, and I'll need 7 tickets.",Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,98,18,3.0,12,Medium,Negative,0,1.0,1,1.0,0.3333333333333333,0.25,0.3333333333333333,0,0,0
2311,SYSTEM,Is there a particular time you would like to arrive by?,Train-Request,,,,,,Train,Request,,98,19,,11,Medium,Positive,0,2.0,0,1.0,0.0909090909090909,0.7272727272727273,0.4545454545454545,1,0,0
2312,USER,"I would like to make a reservation for a seat on the train, is that possible?",,3.0,3.0,3.0,,,,,3.0,98,20,3.0,16,Medium,Positive,0,1.0,1,0.9375,0.25,0.625,0.5625,1,0,0
2313,SYSTEM,We do not offer seat reservation. Would you like to book the train?,,,,,,,,,,98,21,,13,Medium,Positive,0,1.0,0,1.0,0.1538461538461538,0.6153846153846154,0.4615384615384615,1,0,0
2314,USER,Does this train offer additional wifi data packages?,,3.0,3.0,3.0,,,,,3.0,98,22,3.0,8,Medium,Neutral,0,1.0,1,1.0,0.25,0.125,0.25,1,0,0
2315,SYSTEM,There is no additional WIFI Data to buy. Is there anything else I can do for you today?,,,,,,,,,,98,23,,18,Medium,Negative,0,1.5,0,1.0,0.2222222222222222,0.5555555555555556,0.6111111111111112,1,0,0
2316,USER,"nope, would just like it to leave after 15:45",,3.0,2.0,3.0,,,,,2.67,98,24,2.67,9,Low,Negative,0,1.0,1,1.0,0.2222222222222222,0.4444444444444444,0.4444444444444444,0,0,0
2317,SYSTEM,"Booking was successful, the total fee is 525.69 GBP payable at the station . Reference number is : ZTJU607W. Anything more I can help with?",Train-OfferBooked,,,,,,Train,OfferBooked,,98,25,,25,Medium,Positive,0,1.3333333333333333,0,0.92,0.32,0.4,0.36,1,0,0
2318,USER,That will be all. Thanks for your help! Bye!,general-bye,4.0,4.0,4.0,,,general,bye,4.0,98,26,4.0,9,High,Positive,0,1.0,1,1.0,0.3333333333333333,0.4444444444444444,0.5555555555555556,0,2,0
2319,USER,OVERALL,,3.0,3.0,3.0,,,,,3.0,98,27,3.0,1,Medium,Neutral,0,1.0,0,1.0,0.0,0.0,0.0,0,0,0
2390,USER,I'm looking for a restaurant recommendation.,Restaurant-Inform,4.0,3.0,3.0,3.0,,Restaurant,Inform,3.25,102,0,3.29,6,Medium,Neutral,0,1.0,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0
2391,SYSTEM,I would love to assist. Do you have a price range in mind?,Restaurant-Request,,,,,,Restaurant,Request,,102,1,,13,Medium,Positive,0,1.0,0,1.0,0.2307692307692307,0.5384615384615384,0.5384615384615384,1,0,0
2392,USER,"Yes, I am looking for a expensive scottish restaurant.",Restaurant-Inform,3.0,3.0,3.0,4.0,,Restaurant,Inform,3.25,102,2,3.13,9,Medium,Positive,0,1.0,0,1.0,0.4444444444444444,0.2222222222222222,0.4444444444444444,0,0,0
2393,SYSTEM,Sorry there are no records matching your request. Would you like to change your request?,Restaurant-NoOffer,,,,,,Restaurant,NoOffer,,102,3,,15,Medium,Neutral,0,1.0,0,0.9333333333333332,0.1333333333333333,0.4666666666666667,0.4666666666666667,1,0,0
2394,USER,"Okay, let's try for an expensive Italian restaurant instead.",Restaurant-Inform,3.0,3.0,3.0,2.0,,Restaurant,Inform,2.75,102,4,2.87,9,Medium,Positive,0,1.0,0,1.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0,0,0
2395,SYSTEM,I have 5 different ones. 4 are in the centre of town and 1 is in the south. Do you have a preference?,Restaurant-Select,,,,,,Restaurant,Select,,102,5,,23,Medium,Neutral,0,1.0,0,0.8695652173913043,0.217391304347826,0.5652173913043478,0.6086956521739131,1,0,0
2396,USER,"No, I just need a resrvation for 7 people at 17:45 on monday.",Restaurant-Inform,3.0,3.0,2.0,3.0,,Restaurant,Inform,2.75,102,6,2.71,13,Low,Neutral,0,1.0,0,1.0,0.3846153846153846,0.3076923076923077,0.4615384615384615,0,0,0
2397,SYSTEM,Okay. Your booking was successful. Your reference number is 42WW4454. The table will be reserved for 15 minutes.,Booking-Book,,,,,,Booking,Book,,102,7,,18,Medium,Positive,0,1.0,0,0.9444444444444444,0.2777777777777778,0.3333333333333333,0.4444444444444444,0,0,0
2398,USER,Does this restaurant have delivery service?,,3.0,3.0,3.0,2.0,,,,2.75,102,8,2.87,6,Medium,Neutral,0,1.0,1,1.0,0.1666666666666666,0.3333333333333333,0.5,1,0,0
2399,SYSTEM,There is no delivery service at Frankie and Bennys. Can I assist with anything else?,,,,,,,,,,102,9,,15,Medium,Negative,0,1.0,0,1.0,0.2666666666666666,0.4666666666666667,0.5333333333333333,1,0,0
2400,USER,"Well, can I order for takeout at this restaurant?",,3.0,3.0,3.0,2.0,,,,2.75,102,10,2.87,9,Medium,Positive,0,1.0,1,1.0,0.4444444444444444,0.4444444444444444,0.5555555555555556,1,0,0
2401,SYSTEM,"I'm sorry, they do not. You will have to eat in the restaurant. Could I help you find something else?",,,,,,,,,,102,11,,20,Medium,Positive,0,1.0,1,1.0,0.3,0.5,0.5,1,0,0
2402,USER,"No although I need to know, do they have accommodations for persons with disabilities?",,3.0,3.0,3.0,4.0,,,,3.25,102,12,3.13,14,Medium,Negative,0,2.0,1,1.0,0.2857142857142857,0.5,0.5714285714285714,1,0,0
2403,SYSTEM,Frankie and Bennys is wheelchair accessible. What else do you need to know about the restaurant?,,,,,,,,,,102,13,,16,Medium,Neutral,0,1.0,0,1.0,0.3125,0.5,0.5,1,0,0
2404,USER,Thank you. Could you help me find a museum that is in the east?,Attraction-Inform,3.0,4.0,3.0,3.0,,Attraction,Inform,3.25,102,14,3.29,14,Medium,Positive,2,1.5,1,1.0,0.1428571428571428,0.5714285714285714,0.5,1,0,0
2405,SYSTEM,"Yes, you might want to try the gallery at twelve a high street in fulbourn.",Attraction-Inform,,,,,,Attraction,Inform,,102,15,,15,Medium,Positive,1,1.0,0,1.0,0.1333333333333333,0.4,0.4,0,0,0
2406,USER,Thank you so much. Do you know if there is an admission charge?,general-thank,3.0,4.0,3.0,3.0,,general,thank,3.25,102,16,3.29,13,Medium,Positive,1,1.0,1,0.9230769230769232,0.1538461538461538,0.6153846153846154,0.6153846153846154,1,0,0
2407,SYSTEM,"Great news, admission is free for that museum. Anything else I can help you with today?",Attraction-Inform,,,,,,Attraction,Inform,,102,17,,16,Medium,Positive,0,1.5,1,1.0,0.25,0.375,0.4375,1,0,0
2408,USER,Can you also tell me the phone number and postcode?,Attraction-Request,3.0,3.0,3.0,2.0,,Attraction,Request,2.75,102,18,2.87,10,Medium,Positive,0,1.0,0,1.0,0.1,0.5,0.5,1,0,0
2409,SYSTEM,"Their phone number is 01223295264, and postcode is cb15dh.",Attraction-Inform,,,,,,Attraction,Inform,,102,19,,9,Medium,Positive,0,1.0,0,0.8888888888888888,0.3333333333333333,0.4444444444444444,0.4444444444444444,0,0,0
2410,USER,Great! Thank you for all your help.,general-thank,3.0,4.0,3.0,3.0,,general,thank,3.25,102,20,3.29,7,Medium,Positive,1,1.0,0,1.0,0.2857142857142857,0.4285714285714285,0.5714285714285714,0,1,0
2411,SYSTEM,"Thank you for allowing me to help you, have a great day.",general-bye,,,,,,general,bye,,102,21,,12,Medium,Positive,1,1.0,0,1.0,0.1666666666666666,0.5,0.5,0,0,0
2412,USER,You too! Thanks.,general-thank,3.0,3.0,3.0,3.0,,general,thank,3.0,102,22,3.0,3,Medium,Positive,0,1.0,0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,1,0
2413,USER,OVERALL,,4.0,3.0,4.0,3.0,,,,3.5,102,23,3.58,1,High,Neutral,0,1.0,0,1.0,0.0,0.0,0.0,0,0,0
2536,USER,"Hi, I am looking for a restaurant. I would prefer an expensive restaurant in the west of the city.",Restaurant-Inform,3.0,3.0,3.0,3.0,3.0,Restaurant,Inform,3.0,108,0,3.0,19,Medium,Neutral,0,1.0,0,0.8947368421052632,0.2631578947368421,0.4210526315789473,0.5263157894736842,0,0,0
2537,SYSTEM,We offer 9 such places.,Restaurant-Inform,,,,,,Restaurant,Inform,,108,1,,5,Medium,Neutral,0,1.0,0,1.0,0.2,0.4,0.4,0,0,0
2538,USER,Is there a British one available?,Restaurant-Inform,3.0,2.0,3.0,3.0,3.0,Restaurant,Inform,2.8,108,2,2.71,6,Low,Neutral,0,1.0,0,1.0,0.3333333333333333,0.6666666666666666,0.5,1,0,0
2539,SYSTEM,Great choice! I have two. Graffiti and travellers rest. Would you like me to book one of these?,Restaurant-Inform,,,,,,Restaurant,Inform,,108,3,,18,Medium,Positive,0,1.0,1,1.0,0.3888888888888889,0.5,0.3888888888888889,1,1,0
2540,USER,I am looking for some rest as a traveler so I choose travellers rest. There will be four of us for Saturday at 11:00. Please book.,Restaurant-Inform,3.0,3.0,3.0,3.0,4.0,Restaurant,Inform,3.2,108,4,3.02,26,Medium,Positive,1,1.3333333333333333,1,0.9230769230769232,0.3076923076923077,0.4230769230769231,0.5384615384615384,0,0,0
2541,SYSTEM,"I'm sorry, it seems they are unable to accommodate you at that day and time. Would you like me to try another?",Booking-NoBook,,,,,,Booking,NoBook,,108,5,,22,Medium,Positive,0,1.0,3,0.9090909090909092,0.1818181818181818,0.5909090909090909,0.5,1,0,0
2542,USER,"First, can you tell me if this restaurant offers complimentary wifi for its guests?",,3.0,2.0,3.0,3.0,3.0,,,2.8,108,6,2.71,14,Low,Positive,0,1.0,1,1.0,0.2857142857142857,0.5,0.5,1,0,0
2543,SYSTEM,The hotel does have free wifi available. Would you like to book a reservation?,,,,,,,,,,108,7,,14,Medium,Positive,0,1.0,0,1.0,0.2142857142857142,0.5,0.4285714285714285,1,0,0
2544,USER,"I do need to make sure that there is access for my wheelchair, does the restaurant help with that?",,3.0,2.0,3.0,3.0,3.0,,,2.8,108,8,2.71,19,Low,Positive,0,1.0,2,1.0,0.1578947368421052,0.4736842105263157,0.5789473684210527,1,0,0
2545,SYSTEM,"This restaurant is wheelchair accessible, I can confirm. Can I help you find anything else?",,,,,,,,,,108,9,,15,Medium,Positive,0,1.0,1,0.9333333333333332,0.4,0.3333333333333333,0.4666666666666667,1,0,0
2546,USER,Can you try for 10:00 please?,Restaurant-Inform,3.0,2.0,3.0,3.0,3.0,Restaurant,Inform,2.8,108,10,2.71,6,Low,Positive,1,1.0,0,1.0,0.3333333333333333,0.5,0.5,1,0,0
2547,SYSTEM,A table is reserved for 10:00. Your reference number is TX8BTBJT. The table will be reserved for 15 minutes. May I help you with anything else?,Booking-Book,,,,,,Booking,Book,,108,11,,26,Medium,Positive,0,1.0,0,0.8461538461538461,0.1923076923076923,0.4230769230769231,0.4615384615384615,1,0,0
2548,USER,I would also like to find a college to visit.,Attraction-Inform,3.0,2.0,3.0,3.0,2.0,Attraction,Inform,2.6,108,12,2.7,10,Low,Positive,0,2.0,0,0.9,0.2,0.5,0.4,0,0,0
2549,SYSTEM,What area is this college in? Do you know the name of it?,Attraction-Inform,,,,,,Attraction,Inform,,108,13,,13,Medium,Neutral,0,1.0,2,1.0,0.1538461538461538,0.5384615384615384,0.5384615384615384,2,0,0
2550,USER,"Is there a college on the west side of town by the restaurant travellers rest? I will need the college's address and phone number, too.",Attraction-Inform,3.0,2.0,3.0,3.0,3.0,Attraction,Inform,2.8,108,14,2.71,25,Low,Positive,0,1.0,0,0.92,0.24,0.44,0.48,1,0,0
2551,SYSTEM,How about Queen's College? It is on the west side of town. The phone number is 01223335511 and address is Silver Street.,Attraction-Inform,,,,,,Attraction,Inform,,108,15,,22,Medium,Positive,0,1.0,1,0.9090909090909092,0.2272727272727272,0.4545454545454545,0.5,1,0,0
2552,USER,Yes! I would also like to book a taxi.,Taxi-Inform,4.0,3.0,3.0,3.0,3.0,Taxi,Inform,3.2,108,16,3.29,9,Medium,Positive,0,1.0,0,1.0,0.3333333333333333,0.4444444444444444,0.3333333333333333,0,1,0
2553,SYSTEM,"I can certainly help you with that! Where would you like to be picked up and dropped off, and at what time?",Taxi-Request,,,,,,Taxi,Request,,108,17,,22,Medium,Positive,0,1.0,1,0.9090909090909092,0.1818181818181818,0.5909090909090909,0.5909090909090909,1,1,0
2554,USER,I would like to be picked up at Queen's College on Silver street and taken to Traveler's West. I want to make the reservation on time.,Taxi-Inform,3.0,3.0,3.0,3.0,3.0,Taxi,Inform,3.0,108,18,3.0,26,Medium,Positive,0,1.0,0,0.8461538461538461,0.2692307692307692,0.4615384615384615,0.4615384615384615,0,0,0
2555,SYSTEM,"Okay, I've got a grey skoda booked for you.",Taxi-Inform,,,,,,Taxi,Inform,,108,19,,9,Medium,Positive,0,1.0,0,1.0,0.6666666666666666,0.2222222222222222,0.2222222222222222,0,0,0
2556,USER,Could you provide a contact number? Thanks!,general-thank,4.0,3.0,3.0,3.0,3.0,general,thank,3.2,108,20,3.29,7,Medium,Positive,1,1.0,0,1.0,0.2857142857142857,0.4285714285714285,0.2857142857142857,1,1,0
2557,SYSTEM,The contact number is 07334374879. Is there something else I can assist with?,general-reqmore,,,,,,general,reqmore,,108,21,,13,Medium,Positive,0,1.5,0,1.0,0.2307692307692307,0.3846153846153846,0.4615384615384615,1,0,0
2558,USER,"Yes, I know we'll be going through a toll gate, will I have to pay extra for that?",,3.0,3.0,3.0,3.0,3.0,,,3.0,108,22,3.0,18,Medium,Positive,0,1.0,1,0.9444444444444444,0.2777777777777778,0.3333333333333333,0.5,1,0,0
2559,SYSTEM,All toll fees and taxes are included you can't tip if you would like. Is there anything else you would like me to look up for you?,,,,,,,,,,108,23,,27,Medium,Positive,0,2.0,0,0.8888888888888888,0.074074074074074,0.5925925925925926,0.4814814814814814,1,0,0
2560,USER,Great that is all I needed thank you for your help today.,general-thank,4.0,3.0,4.0,4.0,3.0,general,thank,3.6,108,24,3.7,12,High,Positive,1,2.0,1,1.0,0.1666666666666666,0.4166666666666667,0.5833333333333334,0,0,0
2561,USER,OVERALL,,4.0,3.0,4.0,4.0,3.0,,,3.6,108,25,3.7,1,High,Neutral,0,1.0,0,1.0,0.0,0.0,0.0,0,0,0
2608,USER,i need a place to stay in Cambridge thats 4 star with free wifi,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,111,0,3.0,14,Medium,Positive,0,3.0,1,1.0,0.2857142857142857,0.2857142857142857,0.3571428571428571,0,0,0
2609,SYSTEM,the a and b guest house is a great place,Hotel-Recommend,,,,,,Hotel,Recommend,,111,1,,10,Medium,Positive,0,1.0,0,0.9,0.1,0.5,0.5,0,0,0
2610,USER,Do this hotel offer free parking also?,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,111,2,3.0,7,Medium,Positive,0,1.0,1,1.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,1,0,0
2611,SYSTEM,"Unfortunately this guest house doesn't offer parking, would you like me to search for similar hotels that offer parking?",Hotel-Request,,,,,,Hotel,Request,,111,3,,19,Medium,Neutral,0,2.0,2,0.9473684210526316,0.1052631578947368,0.4210526315789473,0.3684210526315789,1,0,0
2612,USER,"Yes I do. When you find it, I need 3 nights for 5 people starting on Wednesday. I'll take the reference number too.",Hotel-Request,3.0,3.0,3.0,3.0,,Hotel,Request,3.0,111,4,3.0,23,Medium,Positive,0,1.3333333333333333,1,0.9565217391304348,0.3043478260869565,0.217391304347826,0.3043478260869565,0,0,0
2613,SYSTEM,"I'm sorry, there are no hotels that meet your criteria. Would you like to try searching for something else?",general-reqmore,,,,,,general,reqmore,,111,5,,19,Medium,Neutral,0,1.5,1,1.0,0.2105263157894736,0.4736842105263157,0.4210526315789473,1,0,0
2614,USER,There are seriously no 4 star hotels with free wifi and free parking in all of Cambridge? I'm pretty sure there should be.,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,111,6,3.0,23,Medium,Positive,0,1.0,0,0.9565217391304348,0.1739130434782608,0.391304347826087,0.4347826086956521,1,0,0
2615,SYSTEM,"The arbury lodge guesthouse is 4 stars, it has internet it is in the moderate price range",Hotel-Recommend,,,,,,Hotel,Recommend,,111,7,,17,Medium,Neutral,0,1.0,2,0.8823529411764706,0.2352941176470588,0.4705882352941176,0.4705882352941176,0,0,0
2616,USER,Does this hotel's front desk operate 24 hours a day?,,3.0,3.0,3.0,3.0,,,,3.0,111,8,3.0,10,Medium,Neutral,0,1.0,1,1.0,0.2,0.2,0.3,1,0,0
2617,SYSTEM,"No, the front desk doesn't operate 24 hours a day. Do you have any other questions about the hotel?",,,,,,,,,,111,9,,19,Medium,Neutral,0,1.0,0,0.9473684210526316,0.1578947368421052,0.4736842105263157,0.5263157894736842,1,0,0
2618,USER,"Yes, I also will be travelling with my daughter and some hotels restrict staying with children. Will my daughter be allowed at this hotel?",,3.0,3.0,3.0,3.0,,,,3.0,111,10,3.0,24,Medium,Neutral,0,1.0,1,0.8333333333333334,0.2083333333333333,0.5,0.5416666666666666,1,0,0
2619,SYSTEM,Children are not permitted to stay here What other options are you interested in?,,,,,,,,,,111,11,,14,Medium,Positive,0,1.0,0,0.9285714285714286,0.1428571428571428,0.5,0.5714285714285714,1,0,0
2620,USER,Great! Could you book it for 5 people and 3 nights starting from wednesday?,Hotel-Inform,3.0,3.0,4.0,3.0,,Hotel,Inform,3.25,111,12,3.29,14,Medium,Positive,1,1.5,1,1.0,0.1428571428571428,0.4285714285714285,0.3571428571428571,1,1,0
2621,SYSTEM,"Sorry for the confusion, I have that booked for you, your reference # is: HQSOZLWH. Can I help you with anything else today?",Booking-Book,,,,,,Booking,Book,,111,13,,23,Medium,Positive,0,1.0,1,0.9130434782608696,0.391304347826087,0.3478260869565217,0.4782608695652174,1,0,0
2622,USER,Do I need to make parking reservations in advance?,,3.0,3.0,3.0,3.0,,,,3.0,111,14,3.0,9,Medium,Neutral,0,1.0,0,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,1,0,0
2623,SYSTEM,"No, reservations in advance are not necessary. Anything else for you today?",,,,,,,,,,111,15,,12,Medium,Neutral,0,1.0,0,1.0,0.3333333333333333,0.4166666666666667,0.4166666666666667,1,0,0
2624,USER,how about one that is in the type of nightclub.,Attraction-Inform,3.0,3.0,3.0,3.0,,Attraction,Inform,3.0,111,16,3.0,10,Medium,Neutral,0,2.0,1,1.0,0.1,0.7,0.7,0,0,0
2625,SYSTEM,There's the club ballare which is rather nice. Would you like some more information about it?,general-reqmore,,,,,,general,reqmore,,111,17,,16,Medium,Positive,0,1.5,1,1.0,0.1875,0.5625,0.4375,1,0,0
2626,USER,Yes. May I have the phone number?,Attraction-Request,3.0,3.0,3.0,3.0,,Attraction,Request,3.0,111,18,3.0,7,Medium,Positive,0,1.0,0,1.0,0.4285714285714285,0.4285714285714285,0.4285714285714285,1,0,0
2627,SYSTEM,sure its 01223364222,Taxi-Inform,,,,,,Taxi,Inform,,111,19,,3,Medium,Positive,0,1.0,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0
2628,USER,Ok. Thanks. All set.,general-thank,3.0,3.0,3.0,3.0,,general,thank,3.0,111,20,3.0,4,Medium,Positive,0,1.0,0,1.0,0.75,0.25,0.25,0,0,0
2629,SYSTEM,Is there anything more I can help you with?,general-reqmore,,,,,,general,reqmore,,111,21,,9,Medium,Positive,0,2.0,0,1.0,0.2222222222222222,0.5555555555555556,0.6666666666666666,1,0,0
2630,USER,That is all I need. Goodbye.,,3.0,3.0,3.0,3.0,,,,3.0,111,22,3.0,6,Medium,Neutral,0,1.5,1,1.0,0.5,0.5,0.6666666666666666,0,0,0
2631,USER,OVERALL,,3.0,4.0,3.0,3.0,,,,3.25,111,23,3.29,1,Medium,Neutral,0,1.0,0,1.0,0.0,0.0,0.0,0,0,0
2802,USER,Are the any guest house type places to stay in the north part of town available?,Hotel-Inform,4.0,4.0,3.0,3.0,,Hotel,Inform,3.5,119,0,3.58,16,High,Neutral,0,2.0,0,0.9375,0.0625,0.4375,0.4375,1,0,0
2803,SYSTEM,There are several available. Would you like us to book one for you?,Hotel-Inform,,,,,,Hotel,Inform,,119,1,,13,Medium,Positive,0,1.0,0,1.0,0.1538461538461538,0.6153846153846154,0.3846153846153846,1,0,0
2804,USER,as long as it has free wifi and is moderately priced in the area of north.,Hotel-Inform,4.0,4.0,4.0,3.0,,Hotel,Inform,3.75,119,2,3.87,16,High,Positive,0,2.0,1,0.9375,0.25,0.5625,0.5625,0,0,0
2805,SYSTEM,There are 8 guesthouses on the north side of town that offer free internet and are moderately priced. What dates would you like to book and for how many people?,Booking-Request,,,,,,Booking,Request,,119,3,,30,Medium,Positive,0,1.5,1,0.9333333333333332,0.1666666666666666,0.5,0.4666666666666667,1,0,0
2806,USER,book for 2 people for days starting may 5 to may 7.,,3.0,5.0,3.0,3.0,,,,3.5,119,4,3.58,12,High,Neutral,0,1.0,0,0.8333333333333334,0.0833333333333333,0.4166666666666667,0.25,0,0,0
2807,SYSTEM,"We have acorn guest house, arbury lodge guesthouse, archway house, avalon, hamilton lodge, home from home, kirkwood house, or limehouse?",Hotel-Inform,,,,,,Hotel,Inform,,119,5,,20,Medium,Neutral,0,1.0,0,0.9,0.65,0.2,0.2,1,0,0
2808,USER,Are the rooms at Limehouse accessible for people with disabilities?,,4.0,4.0,3.0,3.0,,,,3.5,119,6,3.58,10,High,Neutral,0,1.0,0,1.0,0.3,0.5,0.5,1,0,0
2809,SYSTEM,No rooms have disability access at this time. Do you need me to start a booking?,,,,,,,,,,119,7,,16,Medium,Negative,0,1.0,1,1.0,0.1875,0.5625,0.5625,1,0,0
2810,USER,Can you book the limehouse for 1 person to stay 4 nights starting saturday?,Hotel-Inform,3.0,4.0,3.0,3.0,,Hotel,Inform,3.25,119,8,3.29,14,Medium,Neutral,0,2.0,0,1.0,0.1428571428571428,0.3571428571428571,0.3571428571428571,1,0,0
2811,SYSTEM,Booking was unsuccessful. Would you like to book for another day or a shorter stay?,Booking-Request,,,,,,Booking,Request,,119,9,,15,Medium,Neutral,0,1.0,0,1.0,0.2,0.5333333333333333,0.4,1,0,0
2812,USER,"Since I will be traveling with my kids, does this hotel restrict to stay with children?",,4.0,4.0,4.0,3.0,,,,3.75,119,10,3.87,16,High,Negative,0,2.0,1,0.9375,0.1875,0.4375,0.5625,1,0,0
2813,SYSTEM,I'm afraid children are not allowed at this hotel. Would you like to make a reservation?,,,,,,,,,,119,11,,16,Medium,Positive,0,1.0,1,1.0,0.1875,0.5625,0.4375,1,0,0
2814,USER,"how about 3 nights? Also could I get the reference number for the limehouse, and do you know if there is Indian food nearby it?",Hotel-Request,4.0,4.0,3.0,3.0,,Hotel,Request,3.5,119,12,3.58,25,High,Positive,0,1.0,1,0.96,0.2,0.44,0.48,2,0,0
2815,SYSTEM,"I have successfully booked your room at the Limehouse. Your reference number is 4VB8JH2B. As for the restaurant, do you have any preferences as far as price range goes?",Booking-Book,,,,,,Booking,Book,,119,13,,29,Medium,Positive,0,1.3333333333333333,0,0.896551724137931,0.2413793103448276,0.4482758620689655,0.5517241379310345,1,0,0
2816,USER,"No preferences for the price range, but I'd like it to be in the same area as the hotel.",Restaurant-Inform,3.0,5.0,3.0,3.0,,Restaurant,Inform,3.5,119,14,3.58,19,High,Positive,0,1.0,2,0.8947368421052632,0.2105263157894736,0.631578947368421,0.631578947368421,0,0,0
2817,SYSTEM,"There is the Nirala, it is moderately priced and the Royal Spice which is in the cheap price range. Would you like me to book a table for you at one of these locations?",Restaurant-Select,,,,,,Restaurant,Select,,119,15,,34,Medium,Positive,0,1.5,2,0.8529411764705882,0.1764705882352941,0.6764705882352942,0.5882352941176471,1,0,0
2818,USER,What are the check-out times for these locations?,,3.0,4.0,3.0,3.0,,,,3.25,119,16,3.29,8,Medium,Neutral,0,1.0,1,1.0,0.25,0.625,0.625,1,0,0
2819,SYSTEM,Check out can be at 12 at the latest. Anything else?,,,,,,,,,,119,17,,11,Medium,Neutral,0,1.5,0,0.9090909090909092,0.1818181818181818,0.5454545454545454,0.5454545454545454,1,0,0
2820,USER,No thanks. I just need the phone number and postcode for each.,Restaurant-Request,3.0,5.0,3.0,3.0,,Restaurant,Request,3.5,119,18,3.58,12,High,Negative,0,1.0,0,1.0,0.3333333333333333,0.3333333333333333,0.5,0,0,0
2821,SYSTEM,The number for The Nirala is 01223360966 cb41uy. The number for Royal Spice is 01733553355 and the postcode is cb41eh.,Restaurant-Inform,,,,,,Restaurant,Inform,,119,19,,20,Medium,Positive,0,1.0,0,0.7,0.35,0.5,0.5,0,0,0
2822,USER,Thank you. That's all I need today.,general-thank,4.0,4.0,4.0,3.0,,general,thank,3.75,119,20,3.87,7,High,Positive,1,1.5,1,1.0,0.4285714285714285,0.1428571428571428,0.2857142857142857,0,0,0
2823,USER,OVERALL,,4.0,4.0,4.0,3.0,,,,3.75,119,21,3.87,1,High,Neutral,0,1.0,0,1.0,0.0,0.0,0.0,0,0,0
2844,USER,I'm looking for a hotel called Worth House.,Hotel-Inform,4.0,3.0,3.0,3.0,,Hotel,Inform,3.25,121,0,3.29,8,Medium,Positive,0,1.0,0,1.0,0.25,0.25,0.25,0,0,0
2845,SYSTEM,The worth house is a cheap guesthouse in the north. Do you need a reservation?,Hotel-Inform,,,,,,Hotel,Inform,,121,1,,15,Medium,Positive,0,1.0,0,0.9333333333333332,0.2,0.5333333333333333,0.5333333333333333,1,0,0
2846,USER,Is there a safety deposit box,,4.0,3.0,3.0,3.0,,,,3.25,121,2,3.29,6,Medium,Positive,0,1.0,0,1.0,0.1666666666666666,0.5,0.5,0,0,0
2847,SYSTEM,No there is not a safety deposit box. Are you still interested in Worth House?,,,,,,,,,,121,3,,15,Medium,Neutral,0,1.0,0,1.0,0.2,0.5333333333333333,0.5333333333333333,1,0,0
2848,USER,"Yes please, I need a reservation for 4 nights starting Monday for 1 person.",Hotel-Inform,4.0,3.0,3.0,3.0,,Hotel,Inform,3.25,121,4,3.29,14,Medium,Positive,1,1.0,0,0.9285714285714286,0.3571428571428571,0.2142857142857142,0.2857142857142857,0,0,0
