,index,Speaker,Text,Domain-Intent,Rating 1,Rating 2,Rating 3,Rating 4,Rating 5,Domain,Intent,avg_rating,ConvID,turn_id,wt_avg_rating,satisfaction_rating,Intent Type,word_count
10759,10759,SYSTEM,You are welcome!,general-welcome,,,,,,general,welcome,,465,17,,Medium,welcome,3
10810,10810,USER,"Try 9:45 then, please.",,3.0,3.0,3.0,,,,,3.0,468,14,3.0,Medium,,4
10818,10818,USER,How about 9:45 instead?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,468,22,3.0,Medium,Inform,4
11006,11006,USER,How about 14:00 instead?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,476,8,3.0,Medium,Inform,4
11037,11037,SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,,478,3,,Medium,Request,4
11074,11074,USER,I need five tickets.,Train-Inform,5.0,3.0,3.0,3.0,,Train,Inform,3.5,479,22,3.582,High,Inform,4
11122,11122,USER,What is the postcode?,,3.0,3.0,3.0,,,,,3.0,482,4,3.0,Medium,,4
11174,11174,USER,I don't care,,4.0,4.0,4.0,2.0,,,,3.5,484,2,3.747,High,,3
11182,11182,USER,Do they offer takeout?,,4.0,4.0,3.0,3.0,,,,3.5,484,10,3.582,High,,4
11402,11402,USER,Broxbourne and Cambridge.,,4.0,3.0,3.0,3.0,,,,3.25,495,8,3.291,High,,3
11406,11406,USER,"On Saturday, please.",,4.0,3.0,3.0,3.0,,,,3.25,495,12,3.291,High,,3
11438,11438,USER,yes please. 2 tickets,Train-Inform,4.0,4.0,3.0,3.0,,Train,Inform,3.5,496,18,3.582,High,Inform,4
11488,11488,USER,i'll need a taxi,Taxi-Inform,3.0,4.0,3.0,,,Taxi,Inform,3.33,498,14,3.333,High,Inform,4
11546,11546,USER,Please do that.,,4.0,4.0,4.0,3.0,,,,3.75,501,8,3.874,High,,3
11612,11612,USER,I don't think so.,,2.0,2.0,1.0,2.0,2.0,,,1.8,503,30,1.714,Low,,4
11697,11697,SYSTEM,How many passengers?,Train-Request,,,,,,Train,Request,,507,9,,Medium,Request,3
11744,11744,USER,Have a nice day.,general-bye,4.0,4.0,3.0,,,general,bye,3.67,508,26,3.667,High,bye,4
11823,11823,SYSTEM,The postcode is cb23bu.,Attraction-Inform,,,,,,Attraction,Inform,,512,5,,Medium,Inform,4
11890,11890,USER,Just one night please.,Hotel-Inform,4.0,4.0,3.0,3.0,3.0,Hotel,Inform,3.4,515,22,3.573,High,Inform,4
11908,11908,USER,Moderately priced if possible.,Hotel-Inform,5.0,3.0,3.0,3.0,,Hotel,Inform,3.5,516,8,3.582,High,Inform,4
12017,12017,SYSTEM,It is 37.80 pounds.,Train-Inform,,,,,,Train,Inform,,521,19,,Medium,Inform,4
12056,12056,USER,How about 1 night?,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,523,10,3.0,Medium,Inform,4
12072,12072,USER,I don't care.,,3.0,3.0,3.0,,,,,3.0,524,2,3.0,Medium,,3
12142,12142,USER,Is there bike parking?,,4.0,3.0,3.0,3.0,,,,3.25,527,4,3.291,High,,4
12170,12170,USER,What is the postcode?,,3.0,3.0,3.0,2.0,3.0,,,2.8,528,12,2.876,Medium,,4
12206,12206,USER,Which one is better?,,3.0,3.0,3.0,,,,,3.0,530,16,3.0,Medium,,4
12218,12218,USER,Priced moderately please.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,530,28,3.0,Medium,Inform,3
12412,12412,USER,Can you suggestion one?,,3.0,3.0,3.0,2.0,,,,2.75,539,8,2.874,Medium,,4
12415,12415,SYSTEM,no entrance fee charged,Attraction-Inform,,,,,,Attraction,Inform,,539,11,,Medium,Inform,4
12432,12432,USER,Have a nice day.,general-bye,4.0,3.0,4.0,3.0,,general,bye,3.5,539,28,3.582,High,bye,4
12492,12492,USER,What is the address?,Restaurant-Request,3.0,3.0,3.0,,,Restaurant,Request,3.0,542,4,3.0,Medium,Request,4
12526,12526,USER,I don't care.,,3.0,3.0,3.0,,,,,3.0,544,2,3.0,Medium,,3
12541,12541,SYSTEM,TR9589 leaves at 19:16,Train-Inform,,,,,,Train,Inform,,545,3,,Medium,Inform,4
12610,12610,USER,what about international food?,Restaurant-Inform,4.0,3.0,3.0,,,Restaurant,Inform,3.33,547,2,3.333,High,Inform,4
12646,12646,USER,I'm departing from leicester.,Train-Inform,5.0,3.0,3.0,3.0,3.0,Train,Inform,3.4,549,2,3.573,High,Inform,4
12649,12649,SYSTEM,what is your destination?,Train-Request,,,,,,Train,Request,,549,5,,Medium,Request,4
12664,12664,USER,Have a nice day.,general-bye,5.0,4.0,5.0,4.0,5.0,general,bye,4.6,549,20,4.589,High,bye,4
12670,12670,USER,That is all.,,5.0,3.0,3.0,3.0,3.0,,,3.4,549,26,3.573,High,,3
12714,12714,USER,No. That is all!,,3.0,3.0,2.0,,,,,2.67,551,22,2.667,Low,,4
12775,12775,SYSTEM,Have a good day,general-bye,,,,,,general,bye,,554,13,,Medium,bye,4
12944,12944,USER,Friday. For 7 people.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,561,16,3.0,Medium,Inform,4
12948,12948,USER,How about one night?,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,561,20,3.0,Medium,Inform,4
13070,13070,USER,How about british?,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,567,2,3.0,Medium,Inform,3
13104,13104,USER,Just the address please,Attraction-Request,3.0,3.0,3.0,,,Attraction,Request,3.0,568,22,3.0,Medium,Request,4
13136,13136,USER,Is there anything else?,,3.0,3.0,3.0,,,,,3.0,570,4,3.0,Medium,,4
13140,13140,USER,What is the address?,Restaurant-Request,3.0,3.0,3.0,,,Restaurant,Request,3.0,570,8,3.0,Medium,Request,4
13169,13169,SYSTEM,How many tickets?,Train-Request,,,,,,Train,Request,,572,7,,Medium,Request,3
13310,13310,USER,I don't care.,,3.0,3.0,3.0,,,,,3.0,579,10,3.0,Medium,,3
13330,13330,USER,It doesn't matter.,,3.0,3.0,3.0,,,,,3.0,580,6,3.0,Medium,,3
13340,13340,USER,What is the address?,Restaurant-Request,3.0,3.0,3.0,,,Restaurant,Request,3.0,580,16,3.0,Medium,Request,4
13434,13434,USER,I don't need either.,,3.0,3.0,2.0,,,,,2.67,584,8,2.667,Low,,4
13474,13474,USER,At the el shaddai.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,585,26,3.0,Medium,Inform,4
13490,13490,USER,"Yes, please.",,3.0,3.0,2.0,3.0,,,,2.75,586,10,2.709,Low,,2
13554,13554,USER,"No, area doesn't matter.",,3.0,3.0,4.0,,,,,3.33,589,4,3.333,High,,4
13576,13576,USER,What is the address?,Restaurant-Request,3.0,3.0,3.0,,,Restaurant,Request,3.0,590,10,3.0,Medium,Request,4
13581,13581,SYSTEM,enjoy your meal.,general-bye,,,,,,general,bye,,590,15,,Medium,bye,3
13586,13586,USER,I don't care.,,3.0,3.0,3.0,,,,,3.0,591,2,3.0,Medium,,3
13650,13650,USER,"No, I do not.",,3.0,3.0,3.0,,,,,3.0,594,4,3.0,Medium,,4
13668,13668,USER,Do they offer BYOB?,,3.0,3.0,3.0,3.0,,,,3.0,595,4,3.0,Medium,,4
13692,13692,USER,It doesn't matter.,,3.0,3.0,2.0,,,,,2.67,596,10,2.667,Low,,3
13748,13748,USER,"2 nights, then.",Hotel-Inform,4.0,3.0,3.0,,,Hotel,Inform,3.33,599,8,3.333,High,Inform,3
13854,13854,USER,Do they have internet?,Hotel-Request,3.0,3.0,3.0,,,Hotel,Request,3.0,604,4,3.0,Medium,Request,4
13982,13982,USER,What is their address?,Attraction-Request,3.0,3.0,2.0,3.0,,Attraction,Request,2.75,609,18,2.709,Low,Request,4
14100,14100,USER,have a lovely day.,general-bye,4.0,4.0,4.0,3.0,,general,bye,3.75,614,30,3.874,High,bye,4
14103,14103,SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,,615,1,,Medium,Request,4
14104,14104,USER,I'm traveling to Ely.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,615,2,3.0,Medium,Inform,4
14124,14124,USER,do they serve alcohol?,,3.0,4.0,3.0,,,,,3.33,615,22,3.333,High,,4
14193,14193,SYSTEM,"No, it certainly isn't.",Train-NoOffer,,,,,,Train,NoOffer,,618,1,,Medium,NoOffer,4
14204,14204,USER,I don't care.,,4.0,3.0,3.0,,,,,3.33,619,2,3.333,High,,3
14212,14212,USER,What is the address?,Restaurant-Request,4.0,3.0,3.0,,,Restaurant,Request,3.33,619,10,3.333,High,Request,4
14214,14214,USER,how about their postcode?,,4.0,3.0,3.0,,,,,3.33,619,12,3.333,High,,4
14220,14220,USER,I don't care.,,3.0,3.0,3.0,,,,,3.0,620,2,3.0,Medium,,3
14236,14236,USER,I don't care.,,2.0,3.0,2.0,,,,,2.33,621,2,2.333,Low,,3
14322,14322,USER,Please book the ticket.,,3.0,3.0,3.0,3.0,,,,3.0,625,4,3.0,Medium,,4
14346,14346,USER,I need two tickets.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,626,6,3.0,Medium,Inform,4
14449,14449,SYSTEM,"Yes, both have internet.",Hotel-Inform,,,,,,Hotel,Inform,,630,15,,Medium,Inform,4
14528,14528,USER,"1 person, plese.",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,634,8,3.0,Medium,Inform,3
14570,14570,USER,Then how about 17:15?,Restaurant-Inform,2.0,2.0,3.0,2.0,,Restaurant,Inform,2.25,635,18,2.291,Low,Inform,4
14658,14658,USER,Have a nice day.,general-bye,3.0,3.0,3.0,,,general,bye,3.0,638,26,3.0,Medium,bye,4
14696,14696,USER,How about a museum?,Attraction-Inform,4.0,3.0,3.0,,,Attraction,Inform,3.33,641,2,3.333,High,Inform,4
14750,14750,USER,How about Chinese food?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,643,2,3.0,Medium,Inform,4
14840,14840,USER,Does it have internet?,Hotel-Request,3.0,3.0,3.0,,,Hotel,Request,3.0,647,10,3.0,Medium,Request,4
14910,14910,USER,i want indian food.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,651,6,3.0,Medium,Inform,4
14912,14912,USER,Do they deliver?,,3.0,3.0,3.0,,,,,3.0,651,8,3.0,Medium,,3
14938,14938,USER,How about the center?,,3.0,3.0,3.0,,,,,3.0,652,10,3.0,Medium,,4
14960,14960,USER,How about for 10:15?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,653,12,3.0,Medium,Inform,4
14978,14978,USER,ok. ill check latter,,4.0,4.0,3.0,4.0,,,,3.75,654,14,3.709,High,,4
15081,15081,SYSTEM,The postcode is cb58nt.,Attraction-Inform,,,,,,Attraction,Inform,,658,19,,Medium,Inform,4
15103,15103,SYSTEM,I would recommend allenbell.,Hotel-Recommend,,,,,,Hotel,Recommend,,659,7,,Medium,Recommend,4
15219,15219,SYSTEM,The postcode is cb11dg.,Restaurant-Inform,,,,,,Restaurant,Inform,,664,3,,Medium,Inform,4
15237,15237,SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,,664,21,,Medium,Request,4
15248,15248,USER,I'm traveling on saturday.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,665,2,3.0,Medium,Inform,4
15278,15278,USER,How about Italian food?,Restaurant-Inform,3.0,2.0,3.0,,,Restaurant,Inform,2.67,666,10,2.667,Low,Inform,4
15354,15354,USER,I don't need parking.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,669,4,3.0,Medium,Inform,4
15389,15389,SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,,670,15,,Medium,Request,4
15390,15390,USER,It is leicester.,Train-Inform,3.0,3.0,4.0,3.0,,Train,Inform,3.25,670,16,3.291,High,Inform,3
15418,15418,USER,i need something cheap,Hotel-Inform,4.0,2.0,2.0,2.0,,Hotel,Inform,2.5,672,8,2.582,Low,Inform,4
15479,15479,SYSTEM,when is your stay?,Booking-Request,,,,,,Booking,Request,,674,9,,Medium,Request,4
15480,15480,USER,Let's go with Thursday.,,3.0,4.0,3.0,3.0,,,,3.25,674,10,3.291,High,,4
15485,15485,SYSTEM,Have a wonderful time.,general-bye,,,,,,general,bye,,674,15,,Medium,bye,4
15487,15487,SYSTEM,"Yes, I can.",general-greet,,,,,,general,greet,,674,17,,Medium,greet,3
15488,15488,USER,how about 1 nights.,Hotel-Inform,3.0,4.0,3.0,3.0,,Hotel,Inform,3.25,674,18,3.291,High,Inform,4
15502,15502,USER,I don't really care.,,3.0,3.0,3.0,,,,,3.0,675,2,3.0,Medium,,4
15651,15651,SYSTEM,Have a wonderful time.,general-bye,,,,,,general,bye,,680,25,,Medium,bye,4
15658,15658,USER,Mediterranean sounds good.,Restaurant-Inform,4.0,4.0,4.0,3.0,,Restaurant,Inform,3.75,681,4,3.874,High,Inform,3
15669,15669,SYSTEM,no I am sorry,Attraction-NoOffer,,,,,,Attraction,NoOffer,,681,15,,Medium,NoOffer,4
15676,15676,USER,Are there vegetarian options?,,3.0,3.0,3.0,3.0,,,,3.0,681,22,3.0,Medium,,4
15724,15724,USER,How about chinese food?,Restaurant-Inform,3.0,3.0,2.0,,,Restaurant,Inform,2.67,684,6,2.667,Low,Inform,4
15749,15749,SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,,685,9,,Medium,Request,4
15766,15766,USER,I don't care.,,3.0,2.0,3.0,2.0,,,,2.5,686,4,2.582,Low,,3
15810,15810,USER,Yes WiFi internet please.,,4.0,3.0,3.0,,,,,3.33,688,4,3.333,High,,4
15845,15845,SYSTEM,They serve Indian food.,Restaurant-Inform,,,,,,Restaurant,Inform,,689,15,,Medium,Inform,4
15846,15846,USER,Does Rajmahals serve booze?,,3.0,3.0,3.0,4.0,,,,3.25,689,16,3.126,Medium,,4
15908,15908,USER,We're arriving on Thursday.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,692,12,3.0,Medium,Inform,4
15930,15930,USER,Can you try chinese?,Restaurant-Inform,3.0,2.0,2.0,,,Restaurant,Inform,2.33,693,2,2.333,Low,Inform,4
15986,15986,USER,Mexican,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,695,2,3.0,Medium,Inform,1
15994,15994,USER,is delivery offered there?,,3.0,3.0,3.0,,,,,3.0,695,10,3.0,Medium,,4
16028,16028,USER,"Yes, please make reservations.",,3.0,3.0,2.0,3.0,,,,2.75,697,8,2.709,Low,,4
16034,16034,USER,yes with reference number,,3.0,3.0,3.0,3.0,,,,3.0,697,14,3.0,Medium,,4
16178,16178,USER,What about guesthouses?,Hotel-Inform,3.0,2.0,3.0,3.0,3.0,Hotel,Inform,2.8,705,4,2.714,Medium,Inform,3
16236,16236,USER,How about Wednesday?,Restaurant-Inform,2.0,2.0,4.0,2.0,,Restaurant,Inform,2.5,707,8,2.582,Low,Inform,3
16248,16248,USER,How about european food?,Restaurant-Inform,3.0,3.0,2.0,3.0,,Restaurant,Inform,2.75,708,4,2.709,Low,Inform,4
16250,16250,USER,"European, please.",,3.0,3.0,3.0,3.0,,,,3.0,708,6,3.0,Medium,,2
16252,16252,USER,No I do not,,3.0,3.0,3.0,2.0,,,,2.75,708,8,2.874,Medium,,4
16343,16343,SYSTEM,For how many people?,Train-Request,,,,,,Train,Request,,712,5,,Medium,Request,4
16358,16358,USER,How about a museum?,Attraction-Inform,3.0,3.0,2.0,,,Attraction,Inform,2.67,712,20,2.667,Low,Inform,4
16366,16366,USER,"No, I don't care.",Restaurant-Inform,3.0,2.0,3.0,,,Restaurant,Inform,2.67,713,2,2.667,Low,Inform,4
16378,16378,USER,Do they have internet?,Hotel-Request,3.0,3.0,2.0,,,Hotel,Request,2.67,713,14,2.667,Low,Request,4
16387,16387,SYSTEM,Does location matter?,Restaurant-Request,,,,,,Restaurant,Request,,714,1,,Medium,Request,3
16392,16392,USER,Can you try chinese?,Restaurant-Inform,3.0,3.0,1.0,3.0,,Restaurant,Inform,2.5,714,6,2.418,Low,Inform,4
16436,16436,USER,How about on saturday?,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,715,28,3.0,Medium,Inform,4
16442,16442,USER,That is correct,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,715,34,3.0,Medium,Inform,3
16457,16457,SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,,716,3,,Medium,Request,4
16458,16458,USER,I'm going to Cambridge.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,716,4,3.0,Medium,Inform,4
16494,16494,USER,"18:30, please.",Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,717,20,3.0,Medium,Inform,2
16499,16499,SYSTEM,"Awesome, enjoy your trip!",general-bye,,,,,,general,bye,,717,25,,Medium,bye,4
16590,16590,USER,What are those options?,,3.0,3.0,3.0,,,,,3.0,722,6,3.0,Medium,,4
16608,16608,USER,"Leave after 10:15, please.",,3.0,3.0,3.0,,,,,3.0,723,2,3.0,Medium,,4
16630,16630,USER,Have a nice day.,general-bye,4.0,4.0,3.0,,,general,bye,3.67,723,24,3.667,High,bye,4
16644,16644,USER,In the centre please,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,725,2,3.0,Medium,Inform,4
16796,16796,USER,How about Chinese restaurants?,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,731,2,3.0,Medium,Inform,4
16804,16804,USER,The price doesn't matter.,,4.0,3.0,3.0,3.0,,,,3.25,731,10,3.291,High,,4
16864,16864,USER,"Actually, do they deliver?",,3.0,3.0,3.0,2.0,,,,2.75,734,4,2.874,Medium,,4
16938,16938,USER,It does not matter.,,3.0,3.0,3.0,,,,,3.0,737,2,3.0,Medium,,4
16940,16940,USER,"no, I don't care",Restaurant-Inform,3.0,2.0,2.0,,,Restaurant,Inform,2.33,737,4,2.333,Low,Inform,4
16954,16954,USER,Do they offer delivery?,,3.0,3.0,3.0,,,,,3.0,738,2,3.0,Medium,,4
16966,16966,USER,I don't care.,,3.0,2.0,3.0,3.0,,,,2.75,739,2,2.709,Low,,3
16970,16970,USER,No preference,,3.0,3.0,3.0,2.0,,,,2.75,739,6,2.874,Medium,,2
16974,16974,USER,Is BYOB available there?,,5.0,3.0,3.0,3.0,,,,3.5,739,10,3.582,High,,4
17028,17028,USER,I leave on sunday.,,3.0,3.0,3.0,,,,,3.0,742,4,3.0,Medium,,4
17101,17101,SYSTEM,Yes to both.,Hotel-Inform,,,,,,Hotel,Inform,,745,5,,Medium,Inform,3
17160,17160,USER,How about a museum?,Attraction-Inform,3.0,4.0,3.0,,,Attraction,Inform,3.33,749,2,3.333,High,Inform,4
17190,17190,USER,"yes, that is correct.",Train-Inform,4.0,3.0,4.0,,,Train,Inform,3.67,750,4,3.667,High,Inform,4
17290,17290,USER,sunday after 14:00,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,754,2,3.0,Medium,Inform,3
17312,17312,USER,Is smoking allowed?,,3.0,3.0,3.0,,,,,3.0,754,24,3.0,Medium,,3
17324,17324,USER,I prefer moderate cost,,3.0,2.0,3.0,3.0,,,,2.75,755,6,2.709,Low,,4
17334,17334,USER,Let's try 16:45 then.,Restaurant-Inform,3.0,3.0,2.0,3.0,,Restaurant,Inform,2.75,755,16,2.709,Low,Inform,4
17366,17366,USER,i dont care,,3.0,3.0,3.0,,,,,3.0,757,2,3.0,Medium,,3
17372,17372,USER,Is there anything else?,,3.0,3.0,2.0,,,,,2.67,757,8,2.667,Low,,4
17376,17376,USER,"Yes, please.",,3.0,3.0,2.0,,,,,2.67,757,12,2.667,Low,,2
17482,17482,USER,Does housekeeping come everyday?,,3.0,3.0,2.0,,,,,2.67,761,12,2.667,Low,,4
17520,17520,USER,"Sure, for Thursday.",Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,763,8,3.0,Medium,Inform,3
17629,17629,SYSTEM,"sure, what price range?",Hotel-Request,,,,,,Hotel,Request,,768,11,,Medium,Request,4
17632,17632,USER,"free parking, please.",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,768,14,3.0,Medium,Inform,3
17655,17655,SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,,769,13,,Medium,Request,4
17692,17692,USER,What is the price?,Train-Request,3.0,3.0,3.0,,,Train,Request,3.0,771,10,3.0,Medium,Request,4
17708,17708,USER,Moderate price range please.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,772,6,3.0,Medium,Inform,4
17765,17765,SYSTEM,what about price range?,Restaurant-Request,,,,,,Restaurant,Request,,774,9,,Medium,Request,4
17766,17766,USER,that should be moderate,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,774,10,3.0,Medium,Inform,4
17768,17768,USER,Does it offer delivery?,,3.0,3.0,3.0,,,,,3.0,774,12,3.0,Medium,,4
17774,17774,USER,Tuesday at... oh... 16:45.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,774,18,3.0,Medium,Inform,4
17804,17804,USER,How about Portuguese?,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,776,6,3.0,Medium,Inform,3
17820,17820,USER,Cheap price please.,,3.0,3.0,3.0,3.0,,,,3.0,776,22,3.0,Medium,,3
17893,17893,SYSTEM,"yes, it is 01223365454",,,,,,,,,,779,19,,Medium,,4
17902,17902,USER,"North Indian, if possible.",Restaurant-Inform,2.0,3.0,3.0,3.0,,Restaurant,Inform,2.75,780,6,2.709,Low,Inform,4
17981,17981,SYSTEM,It is a museum.,Attraction-Inform,,,,,,Attraction,Inform,,783,15,,Medium,Inform,4
17982,17982,USER,What is the postcode?,,3.0,3.0,3.0,,,,,3.0,783,16,3.0,Medium,,4
17994,17994,USER,I don't care.,,3.0,2.0,3.0,,,,,2.67,784,4,2.667,Low,,3
18034,18034,USER,"Ok, that sounds great.",,3.0,4.0,4.0,,,,,3.67,785,26,3.667,High,,4
18044,18044,USER,"Yes, four star please.",Hotel-Inform,3.0,3.0,4.0,3.0,,Hotel,Inform,3.25,786,4,3.291,High,Inform,4
18140,18140,USER,"i need expensive, please.",Restaurant-Inform,3.0,3.0,3.0,3.0,2.0,Restaurant,Inform,2.8,790,6,2.984,Medium,Inform,4
18144,18144,USER,Will they take Visa?,,3.0,3.0,3.0,3.0,3.0,,,3.0,790,10,3.0,Medium,,4
18149,18149,SYSTEM,Okay! From Cambridge?,Train-OfferBook,,,,,,Train,OfferBook,,790,15,,Medium,OfferBook,3
18158,18158,USER,Is WiFi available?,,3.0,3.0,3.0,3.0,3.0,,,3.0,790,24,3.0,Medium,,3
18176,18176,USER,Do they accept Visa?,,3.0,3.0,3.0,,,,,3.0,791,12,3.0,Medium,,4
18195,18195,SYSTEM,cb58bs jesus lane,Attraction-Inform,,,,,,Attraction,Inform,,792,5,,Medium,Inform,3
18204,18204,USER,Does it have wifi?,Hotel-Inform,2.0,3.0,3.0,,,Hotel,Inform,2.67,792,14,2.667,Low,Inform,4
18258,18258,USER,How about 3 nights?,Hotel-Inform,3.0,2.0,3.0,,,Hotel,Inform,2.67,794,16,2.667,Low,Inform,4
18278,18278,USER,What about colleges?,Attraction-Inform,2.0,2.0,2.0,,,Attraction,Inform,2.0,795,2,2.0,Low,Inform,3
18303,18303,SYSTEM,For how many people?,Train-Request,,,,,,Train,Request,,796,5,,Medium,Request,4
18346,18346,USER,Do they have internet?,Hotel-Request,3.0,2.0,3.0,3.0,,Hotel,Request,2.75,798,4,2.709,Low,Request,4
18412,18412,USER,Okay how about 12:30?,,3.0,3.0,3.0,,,,,3.0,801,4,3.0,Medium,,4
18441,18441,SYSTEM,In what area?,Restaurant-Request,,,,,,Restaurant,Request,,802,9,,Medium,Request,3
18522,18522,USER,I don't care.,,3.0,2.0,3.0,,,,,2.67,806,2,2.667,Low,,3
18550,18550,USER,Just one ticket please.,Train-Inform,3.0,2.0,3.0,,,Train,Inform,2.67,807,16,2.667,Low,Inform,4
18614,18614,USER,I have no preference.,,2.0,3.0,3.0,,,,,2.67,810,16,2.667,Low,,4
18620,18620,USER,Saturday or tuesday.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,810,22,3.0,Medium,Inform,3
18626,18626,USER,I want five nights.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,810,28,3.0,Medium,Inform,4
18645,18645,SYSTEM,It arrives at 7:35.,Train-Inform,,,,,,Train,Inform,,811,11,,Medium,Inform,4
18666,18666,USER,Does Ask take AMEX?,,3.0,3.0,3.0,,,,,3.0,812,10,3.0,Medium,,4
18700,18700,USER,The area doesn't matter.,,3.0,4.0,3.0,3.0,,,,3.25,814,4,3.291,High,,4
18886,18886,USER,What is the price?,Train-Request,3.0,3.0,3.0,,,Train,Request,3.0,822,10,3.0,Medium,Request,4
18982,18982,USER,Do they serve alcohol,,3.0,3.0,3.0,3.0,,,,3.0,827,6,3.0,Medium,,4
19056,19056,USER,No I do not.,,2.0,2.0,2.0,3.0,,,,2.25,830,12,2.126,Low,,4
19271,19271,SYSTEM,no information found,Restaurant-NoOffer,,,,,,Restaurant,NoOffer,,839,1,,Medium,NoOffer,3
19359,19359,SYSTEM,it's considered a museum.,Attraction-Inform,,,,,,Attraction,Inform,,844,5,,Medium,Inform,4
19396,19396,USER,i dont mind either.,,3.0,3.0,3.0,,,,,3.0,845,12,3.0,Medium,,4
19438,19438,USER,What's the entrance fee?,Attraction-Request,3.0,3.0,3.0,3.0,3.0,Attraction,Request,3.0,847,14,3.0,Medium,Request,4
19439,19439,SYSTEM,It would be 3.50.,Attraction-Inform,,,,,,Attraction,Inform,,847,15,,Medium,Inform,4
19492,19492,USER,the hotel by 14:45.,Hotel-Inform,3.0,2.0,3.0,,,Hotel,Inform,2.67,849,26,2.667,Low,Inform,4
19495,19495,SYSTEM,There are not.,,,,,,,,,,850,1,,Medium,,3
19515,19515,SYSTEM,"Sorry, no matches found",Restaurant-NoOffer,,,,,,Restaurant,NoOffer,,851,1,,Medium,NoOffer,4
19518,19518,USER,Moderate price range,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,851,4,3.0,Medium,Inform,3
19520,19520,USER,I don't care,,3.0,2.0,3.0,,,,,2.67,851,6,2.667,Low,,3
19552,19552,USER,How about 4 nights?,Hotel-Inform,3.0,2.0,2.0,,,Hotel,Inform,2.33,852,18,2.333,Low,Inform,4
19568,19568,USER,"Sure. Same parameters, please.",,3.0,3.0,4.0,,,,,3.33,853,14,3.333,High,,4
19610,19610,USER,Swimming would be fine.,Attraction-Inform,3.0,3.0,3.0,,,Attraction,Inform,3.0,855,10,3.0,Medium,Inform,4
19670,19670,USER,Is there live music?,,3.0,3.0,3.0,,,,,3.0,858,8,3.0,Medium,,4
19672,19672,USER,"Sure, let's do that.",,3.0,3.0,3.0,,,,,3.0,858,10,3.0,Medium,,4
19687,19687,SYSTEM,"Sorry, nothing before 12:01",,,,,,,,,,859,11,,Medium,,4
19698,19698,USER,Just give me one.,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,859,22,3.0,Medium,Inform,4
19774,19774,USER,How about a college?,Attraction-Inform,3.0,2.0,3.0,,,Attraction,Inform,2.67,862,12,2.667,Low,Inform,4
19855,19855,SYSTEM,They serve turkish food.,Restaurant-Inform,,,,,,Restaurant,Inform,,866,9,,Medium,Inform,4
19876,19876,USER,Is there a lift?,,2.0,2.0,4.0,2.0,,,,2.5,867,12,2.582,Low,,4
