index,Speaker,Text,Domain-Intent,Rating 1,Rating 2,Rating 3,Rating 4,Rating 5,Domain,Intent,ConvID,TextLength
7928,USER,How about a college then?,Attraction-Inform,5,3,3,3,,Attraction,Inform,345,25
7950,USER,What about Italian food?,Restaurant-Inform,3,3,3,,,Restaurant,Inform,346,24
8007,SYSTEM,The broughton house gallery is located in the centre is free to enter and the phone number is 01223314960. Can I help you with anything else?,Attraction-Inform,,,,,,Attraction,Inform,349,141
8040,USER,"Yes, please book a table for 2 on Sunday at 19:45. You'll need to give me the reference number. I'm also looking for a nightclub in the center of town.",Attraction-Inform,3,3,4,,,Attraction,Inform,350,151
8041,SYSTEM,Booking was successful. The table will be reserved for 15 minutes. Reference number is : CTV9SXGD. There are several night clubs in the centre. club salsa is great!,Attraction-Inform,,,,,,Attraction,Inform,350,164
8063,SYSTEM,I have 7 available guesthouses in the north. I would suggest Home from Home it is a great guesthouse. Would you like me to book a room for you?,Booking-Inform,,,,,,Booking,Inform,351,143
8075,SYSTEM,Yes it has free wifi.,Hotel-Inform,,,,,,Hotel,Inform,351,21
8099,SYSTEM,"I have 3 places to choose from. All are expensive. I have Fitzbillies, The Cambridge Chop House and Midsummer House Restaurant. Can I reserve a table for you?",Restaurant-Inform,,,,,,Restaurant,Inform,352,158
8148,USER,How about two night?,Hotel-Inform,3,3,2,,,Hotel,Inform,354,20
8188,USER,does it have wifi?,Hotel-Inform,3,3,3,2,,Hotel,Inform,356,18
8218,USER,How about a cheap one?,Hotel-Inform,3,3,3,,,Hotel,Inform,358,22
8221,SYSTEM,How about the alexander bed and breakfast? It is a guesthouse in the centre with 4 stars. It includes free internet and parking. Shall I book it?,Hotel-Inform,,,,,,Hotel,Inform,358,145
8276,USER,"Actually, I apologize no need to book, I was just gathering information. But I do need information on a train from leicester to cambridge.",Train-Inform,3,3,4,3,,Train,Inform,360,138
8326,USER,"I apologize for all this confusion the type of lodging doesn't matter. I would like it to have free parking, be 4 star, moderately priced, and the area doesn't matter.",Hotel-Inform,2,2,2,3,2,Hotel,Inform,362,167
8347,SYSTEM,They serve italian food.,Restaurant-Inform,,,,,,Restaurant,Inform,363,24
8363,SYSTEM,I have 2 possible hotels. The huntingdon marriott hotel in the west and university arms hotel in centre. Would you like to book one of these?,Hotel-Inform,,,,,,Hotel,Inform,364,141
8393,SYSTEM,"There is one boat attraction in the east near Yu Garden called Camboats, located at The Plough, Green End, Fen Ditton. Their number is 01223902112. Anything else?",Attraction-Inform,,,,,,Attraction,Inform,365,162
8403,SYSTEM,It is a lovely guesthouse on the west end boasting cheap prices and a 4 star rating! Would you like their address or phone number perhaps?,Hotel-Inform,,,,,,Hotel,Inform,366,138
8431,SYSTEM,"I apologize, we have several options. The alexander bed and breakfast is a cheap four star guesthouse, in the north area, with wifi. Would you care to reserve a room?",Hotel-Inform,,,,,,Hotel,Inform,367,166
8500,USER,I do not care.,Restaurant-Inform,3,2,3,,,Restaurant,Inform,370,14
8516,USER,It will be on Friday.,Train-Inform,5,3,3,3,3,Train,Inform,371,21
8522,USER,"Actually, sorry I got ahead of myself. I still want help booking a train that goes to kings lynn on friday after 13:00. I want to book for 5 people.",Train-Inform,3,2,3,3,3,Train,Inform,371,148
8563,SYSTEM,"The man on the moon is the only concerthall, but it is in the the centre, would you like more info on that or for me to run another sarch?",Attraction-Inform,,,,,,Attraction,Inform,372,138
8595,SYSTEM,"The phone number is 01223902091. Their website is vague, I'm afraid you'll have to call them for their hours. What else can I help you with today?",Attraction-Inform,,,,,,Attraction,Inform,373,146
8598,USER,Good evening. I'm kind of in a situation. The hotel I had planned to stay was overbooked and I need to find me a room pretty quickly. Can you help?,Hotel-Inform,3,3,3,,,Hotel,Inform,374,147
8632,USER,How about 12:30?,Restaurant-Inform,3,4,3,3,,Restaurant,Inform,375,16
8693,SYSTEM,"There are 4 museums in the east: Cambridge Artworks, Cambridge Museum of Technology, Gallery at Twelve a High Street, and Saint Barnabas Press Gallery.",Attraction-Inform,,,,,,Attraction,Inform,378,151
8794,USER,I want expensive please.,Restaurant-Inform,3,3,3,,,Restaurant,Inform,382,24
8882,USER,"No, that will be fine. I am needing help finding a hotel in a moderate price range with 4 stars and free parking. Can you help me with that?",Hotel-Inform,3,3,2,3,2,Hotel,Inform,386,140
8884,USER,how about the west ?,Hotel-Inform,3,3,3,3,3,Hotel,Inform,386,20
8886,USER,"Area doesn't actually matter. But if there are no results for a moderate 4 star type-hotel with parking, then try to find a cheap one instead",Hotel-Inform,5,3,3,3,3,Hotel,Inform,386,141
8898,USER,Can you tell me more about the Acorn guest house before we look at booking. I'm looking for a moderately priced room and some other amenities.,Hotel-Inform,3,3,3,,,Hotel,Inform,387,142
8932,USER,can you find me a museum?,Attraction-Inform,3,3,3,,,Attraction,Inform,388,25
8966,USER,yes please for 8 people.,Train-Inform,5,3,3,3,,Train,Inform,389,24
8982,USER,I am leaving from nusha.,Taxi-Inform,3,3,3,,,Taxi,Inform,390,24
9076,USER,"Sorry, Im her husband, Ill take over the call, my wife is a little picky and confused. Please book the guesthouse, 4 people, 4 nights starting wednesday.",Hotel-Inform,2,2,3,,,Hotel,Inform,394,153
9143,SYSTEM,"The Museum of Archaeology and Anthropology is always a good choice. They are located at University of Cambridge, Downing Strand and admission is free. The phone number is 01223333516.",Attraction-Inform,,,,,,Attraction,Inform,397,183
9175,SYSTEM,I apologize. The annual psychics convention is next week. They're very particular about being allowed to sense the information. It's a yellow skoda with contact number 07621484267.,Taxi-Inform,,,,,,Taxi,Inform,398,180
9200,USER,"Okay, but given the mistake regarding the area of town, could you check again for a table for 1 at a cheap international restaurant on the east side?",Restaurant-Inform,3,3,2,3,,Restaurant,Inform,399,149
9201,SYSTEM,"There is one restaurant for international on the east side the missing sock, I attempted booking but it was unsuccessful. Can we try another time for booking?",Restaurant-Inform,,,,,,Restaurant,Inform,399,158
9266,USER,"Can you try again please. I was looking for a hotel, north area, expensive, 4 star with free parking. If not a moderate price would be good.",Hotel-Inform,3,3,2,,,Hotel,Inform,402,140
9319,SYSTEM,They serve British food.,Restaurant-Inform,,,,,,Restaurant,Inform,404,24
9330,USER,no. then find me a taxi,Taxi-Inform,2,2,4,2,,Taxi,Inform,404,23
9334,USER,"I need the taxi to commute between the hotel and the restaurant. I have my restaurant reservation, but I still need to find a 2-star hotel in the south.",Hotel-Inform,3,3,4,3,,Hotel,Inform,404,152
9353,SYSTEM,How about the Allenbell in the east or the alexander bed and breakfastin the North? Both are guest houses. There's also the the cambridge belfry hotel in the West.,Hotel-Inform,,,,,,Hotel,Inform,405,163
9552,USER,"I'd prefer a four star hotel, it doesn't matter where in the city as I'll have a car. I'd also prefer that they offer free parking and wifi.",Hotel-Inform,3,3,3,2,,Hotel,Inform,414,140
9557,SYSTEM,"All 16 are guesthouses. If I may, might I suggest the Worth House. It is in the north and 4 star rated. They offer both free parking and wifi.",Hotel-Inform,,,,,,Hotel,Inform,414,142
9583,SYSTEM,It will depart at 19:21,Train-Inform,,,,,,Train,Inform,415,23
9592,USER,That would be great. I'll need it booked for 1 person for 5 nights starting on Thursday. Will you provide me with the conformation number when that is complete?,Hotel-Inform,4,3,4,,,Hotel,Inform,415,160
9674,USER,West side would be great.,Restaurant-Inform,4,3,3,,,Restaurant,Inform,419,25
9675,SYSTEM,"The 5 indian restaurants are: tandoori palace, cocum, rice boat, maharajah tandoori restaurant and india house. Would you like to book a table at one of these places?",Restaurant-Inform,,,,,,Restaurant,Inform,419,166
9685,SYSTEM,"I have two four star hotels that meet your criteria, huntingdon marriott hotel and the cambridge belfry. Woul you like me to book a room at the huntingdon marriott hotel?",Hotel-Inform,,,,,,Hotel,Inform,419,170
9747,SYSTEM,"Christ's college is on St. Andrew's Street, Churchill is on Storey's Way and Clare's is on Trinity Lane. I found the Royal Standard, would you like a table?",Attraction-Inform,,,,,,Attraction,Inform,422,156
9774,USER,What about a college?,Attraction-Inform,3,3,2,3,,Attraction,Inform,423,21
9843,SYSTEM,"There is only one museum with an entrance fee is the west, it is the Cambridge and Country Folk Museum, postcode cb30aq, number is 01223355159. Anything else today?",Attraction-Inform,,,,,,Attraction,Inform,426,164
9873,SYSTEM,"Certainly! Vue Cinema is located at the grafton centre, east road. However, I sadly don't have any information listed for their prices. Would you like to call them?",Attraction-Inform,,,,,,Attraction,Inform,427,164
9877,SYSTEM,"Entrance fees aren't listed, but the addresses are: cineworld cinema is in cambridge leisure park, clifton way postcode cb17dy. Vue cinema is at the grafton centre on east road, postcode cb11ps.",Attraction-Inform,,,,,,Attraction,Inform,427,194
9881,SYSTEM,"There are five theatres in Cambridge: ADC Theatre, Cambridge Arts Theatre, Mumford Theatre, Cambridge Corn Exchange, and The Junction. What do you want to know about them?",Attraction-Inform,,,,,,Attraction,Inform,428,171
9905,SYSTEM,"There is a bed and breakfast on 56 saint barnabas road by the name of Alexander, with free parking, internet and 4 star rated. All in a very cheap price.",Hotel-Inform,,,,,,Hotel,Inform,429,153
9936,USER,How about a hotel type?,Hotel-Inform,3,3,2,,,Hotel,Inform,430,23
9982,USER,I want the cheap one.,Hotel-Inform,2,3,3,,,Hotel,Inform,432,21
10075,SYSTEM,"Unfortunately there aren't any venues like that in the centre. There are some in other parts of town that might work for you, though. Do you want to hear about those?",Attraction-Inform,,,,,,Attraction,Inform,436,166
10081,SYSTEM,The post code is cb43ax and the address for it is cambridge passenger cruisers at jubilee house. I don't have fee information but I could get you their phone number.,Attraction-Inform,,,,,,Attraction,Inform,436,165
10221,SYSTEM,"Cityroomz is located at Sleeperz Hotel, Station Road in the Centre area. It is a moderatley priced hotel with a 0 star rating. Would you like to book a room?",Hotel-Inform,,,,,,Hotel,Inform,442,157
10246,USER,I'm leaving on Saturday.,Train-Inform,3,3,3,,,Train,Inform,443,24
10282,USER,Please book that train.,Train-Inform,4,4,3,,,Train,Inform,444,23
10329,SYSTEM,Yes it is in the centre.,Restaurant-Inform,,,,,,Restaurant,Inform,447,24
10344,USER,i want to leave by 10:45,Taxi-Inform,3,3,3,,,Taxi,Inform,447,24
10350,USER,"In the centre, please.",Restaurant-Inform,3,3,3,,,Restaurant,Inform,448,22
10370,USER,A hotel would be fine.,Hotel-Inform,4,3,3,,,Hotel,Inform,448,22
10398,USER,Lets try anatolia.,Restaurant-Inform,3,2,3,,,Restaurant,Inform,449,18
10417,SYSTEM,"Apologies, the reference number is : AY05TZJQ. I have 44 places that I can recommend near the restaurant. Do you have any type of preferences?",Attraction-Inform,,,,,,Attraction,Inform,450,142
10443,SYSTEM,"There are a number of attractions in the area. There's a cinema, a museum, a nightclub, some parks, a theatre... Do any of these appeal to you in particular?",Attraction-Inform,,,,,,Attraction,Inform,451,157
10449,SYSTEM,"Yes, Wandlebury Country Park is in the south. In order to help you book a taxi between the park and your hotel, I need to know what hotel you're at.",Attraction-Inform,,,,,,Attraction,Inform,451,148
10479,SYSTEM,The Alexdander Bed and Breakfast is a good recommendation. It has four stars and affordable pricing. The Gonville Hotal is also a good choice. Would you like the address to either?,Hotel-Inform,,,,,,Hotel,Inform,453,180
10490,USER,Please start the reservation on Monday. What is the reference number? I also need a restaurant that serves australasian food at a moderate price in the same area as the hotel,Restaurant-Inform,3,3,4,,,Restaurant,Inform,453,174
10519,SYSTEM,Cotto is a great british restaurant located on 183 East Road City Centre. Their postcode is cb11bg and phone number is 01223302010. Is there anything else you need?,Restaurant-Inform,,,,,,Restaurant,Inform,454,164
10524,USER,Lets try some halal food?,Restaurant-Inform,3,3,3,,,Restaurant,Inform,455,25
10550,USER,Book it for 3 people.,Train-Inform,5,3,3,,,Train,Inform,456,21
10568,USER,I'm sorry. The guesthouse would be my preference. It should be 4 star rated and in the town center. What's available that meets those specifications?,Hotel-Inform,4,3,3,,,Hotel,Inform,456,149
10571,SYSTEM,"Okay. I have the University Arms that is in the center, rated 4 stars and is in the expensive price range. Would you like me to book that for you?",Hotel-Inform,,,,,,Hotel,Inform,456,146
10594,USER,How about tuesday?,Hotel-Inform,3,3,3,,,Hotel,Inform,457,18
10596,USER,Try tuesday please.,Hotel-Inform,3,2,2,,,Hotel,Inform,457,19
10642,USER,"Yes, can you try 10:45?",Restaurant-Inform,3,2,3,,,Restaurant,Inform,459,23
10708,USER,"Yes, I would be interested in the British food fare that is available. Just a nice local restaurant with good expensive food would be nice. Thank you.",Restaurant-Inform,3,3,3,,,Restaurant,Inform,463,150
10710,USER,Centre of Cambridge,Restaurant-Inform,3,3,3,,,Restaurant,Inform,463,19
10711,SYSTEM,I have 3 restaurants that meet your request. Would you like information on any of them? I recommend you check out The Cambridge Chop House.,Restaurant-Inform,,,,,,Restaurant,Inform,463,139
10744,USER,How about thai?,Restaurant-Inform,3,3,3,3,,Restaurant,Inform,465,15
10752,USER,Centre please,Restaurant-Inform,3,4,3,3,,Restaurant,Inform,465,13
10818,USER,How about 9:45 instead?,Restaurant-Inform,3,3,3,,,Restaurant,Inform,468,23
10835,SYSTEM,"I was able to find two restaurants that serve gastropub for you. I have backstreet bistro and the slug and lettuce, both located in the centre of town.",Restaurant-Inform,,,,,,Restaurant,Inform,469,151
10892,USER,I don't care either way.,Restaurant-Inform,3,3,3,,,Restaurant,Inform,472,24
11006,USER,How about 14:00 instead?,Restaurant-Inform,3,3,3,,,Restaurant,Inform,476,24
11074,USER,I need five tickets.,Train-Inform,5,3,3,3,,Train,Inform,479,20
11088,USER,Please book for 8 people.,Train-Inform,3,3,3,,,Train,Inform,480,25
11119,SYSTEM,"There is one theater located in southern Cambridge. The Junction is located on Clifton Way, cb17gx. You may can 21223511511 for more information.,",Attraction-Inform,,,,,,Attraction,Inform,482,146
11158,USER,"I will need a taxi between the two places in time for the restaurant reservation. (Though, oddly enough, you didn't even ask about that when you made the rez..)",Restaurant-Inform,3,3,3,,,Restaurant,Inform,483,160
11212,USER,I'm looking to have some European food tonight for dinner. Something very traditional in the centre of town should be good. Can I get a list of options?,Restaurant-Inform,5,3,3,,,Restaurant,Inform,486,152
11213,SYSTEM,"There are 8 restaurants. Eraina, Michaelhouse cafe, hotel du vin and bistro, galleria, de luca cucina and bar, riverside brasserie, darrys cookhouse and wine shop, the river bar steakhouse and grill",Restaurant-Inform,,,,,,Restaurant,Inform,486,198
11247,SYSTEM,There are four theatre's in the centre of town. I am sorry but there is no information available on their entrance fees. Would you like more information on one of them.,Attraction-Inform,,,,,,Attraction,Inform,488,168
11321,SYSTEM,I apologize but the entrance fee for riverboat georgina is unlisted. Their phone number is 01223902091. Is there anything else I can do to help you?,Attraction-Inform,,,,,,Attraction,Inform,491,148
11438,USER,yes please. 2 tickets,Train-Inform,4,4,3,3,,Train,Inform,496,21
11488,USER,i'll need a taxi,Taxi-Inform,3,4,3,,,Taxi,Inform,498,16
11539,SYSTEM,The Grafton Hotel Restaurant is a British restaurant on the east side of town and it is in the expensive price range. Would you be interested in booking a reservation there?,Restaurant-Inform,,,,,,Restaurant,Inform,501,173
11685,SYSTEM,"I was able to book that taxi for you. Be looking for a red Lexus. If you need to reach them, please contact 07275581182. Anything else I can help with?",Taxi-Inform,,,,,,Taxi,Inform,506,151
11823,SYSTEM,The postcode is cb23bu.,Attraction-Inform,,,,,,Attraction,Inform,512,23
11890,USER,Just one night please.,Hotel-Inform,4,4,3,3,3,Hotel,Inform,515,22
12010,USER,I need to arrive 17:45.,Train-Inform,5,3,3,3,3,Train,Inform,521,23
12015,SYSTEM,"I have train TR4564 departing Cambridge at 15:21 and arriving in Leicester at 17:06. Would that be a good option for you, or would you prefer something earlier?",Train-Inform,,,,,,Train,Inform,521,160
12017,SYSTEM,It is 37.80 pounds.,Train-Inform,,,,,,Train,Inform,521,19
12056,USER,How about 1 night?,Hotel-Inform,3,3,3,3,,Hotel,Inform,523,18
12096,USER,"I want a reservation for 2 people at 17:30 on thursday. Sorry, I don't know why I said the other thing before that. I must be going crazy.",Restaurant-Inform,3,3,3,3,,Restaurant,Inform,525,138
12184,USER,"It doesn't matter where the guesthouse is! I'm sorry, a hotel or guesthouse is absolutely fine, the only thing that matters is free parking, 4 stars, and in the moderate price.",Hotel-Inform,4,3,3,,,Hotel,Inform,529,176
12194,USER,I need a place with wifi.,Hotel-Inform,3,3,3,,,Hotel,Inform,530,25
12218,USER,Priced moderately please.,Restaurant-Inform,3,3,3,,,Restaurant,Inform,530,25
12279,SYSTEM,"The model of the car was not given, so I am not sure, your best bet is to call the taxi company to make sure the vehicle can fit 7 passengers.",Taxi-Inform,,,,,,Taxi,Inform,532,142
12342,USER,"he restaurant should be in the expensive price range and should serve polynesian food. If there is no such restaurant, how about one that serves indian food.",Restaurant-Inform,3,3,3,4,3,Restaurant,Inform,536,157
12415,SYSTEM,no entrance fee charged,Attraction-Inform,,,,,,Attraction,Inform,539,23
12440,USER,How about a Spanish one?,Restaurant-Inform,5,3,3,3,3,Restaurant,Inform,540,24
12459,SYSTEM,The Lensfield Hotel is a 3 star hotel in the south area. It offers internet and parking. Contact them at 01223355017. Thank you and have a great day!,Hotel-Inform,,,,,,Hotel,Inform,541,149
12541,SYSTEM,TR9589 leaves at 19:16,Train-Inform,,,,,,Train,Inform,545,22
12633,SYSTEM,"There are no multiple sports in the south, but there are multiple sports in the east. Do you want to stay with an attraction in the south?",Attraction-Inform,,,,,,Attraction,Inform,548,138
12635,SYSTEM,"sheep's green and lammas land park fen causeway is a park in the south. It's very nice, and admission is free. Can I get you any other information on the park?",Attraction-Inform,,,,,,Attraction,Inform,548,159
12687,SYSTEM,"Hold on, I forgot about the Gonville Hotel I mentioned earlier. I got you a room. Your reference number is : B01G0B4W. Can I do anything else?",Hotel-Inform,,,,,,Hotel,Inform,550,142
12706,USER,there are 4 of us.,Hotel-Inform,3,3,3,,,Hotel,Inform,551,18
12849,SYSTEM,"I'm sorry, it doesn't look like the Leverton House will be able to accommodate you. How about Allenbell or Autumn House? They are in the same area and also inexpensive.",Hotel-Inform,,,,,,Hotel,Inform,557,168
12863,SYSTEM,A black skoda will pick up up at Leverton House at 22:00 and bring you to Cambridge Contemporary Art Museum. The contact number is 07697068185.,Taxi-Inform,,,,,,Taxi,Inform,557,143
12918,USER,"It does not need to be a guesthouse. Can't you find anything that is east, 4 star with free wifi. That is all I require. Please, its important.",Hotel-Inform,3,2,3,,,Hotel,Inform,560,143
12939,SYSTEM,"There are three choices in that price range: Bridge Guest House in the south, Hamilton Lodge in the north, and Hobson's House in the west.",Hotel-Inform,,,,,,Hotel,Inform,561,138
12944,USER,Friday. For 7 people.,Hotel-Inform,3,3,3,,,Hotel,Inform,561,21
12948,USER,How about one night?,Hotel-Inform,3,3,3,,,Hotel,Inform,561,20
12956,USER,I am heading to Ely.,Train-Inform,3,3,3,,,Train,Inform,562,20
12977,SYSTEM,"You have three options: The Cambridge Belfry, which is inexpensive, the Huntingdon Marriott, which is expensive, both in the west, or University Arms, an expensive hotel in the centre.",Hotel-Inform,,,,,,Hotel,Inform,563,184
12997,SYSTEM,There's broughton house gallery in the centre. It's free to enter. I can get their contact info if you like. Or we can find something else.,Attraction-Inform,,,,,,Attraction,Inform,564,139
13070,USER,How about british?,Restaurant-Inform,3,3,3,3,,Restaurant,Inform,567,18
13096,USER,"Absolutely! Thank you! I also need information on the attractions that have multiple sports in town, in the same area as the restaurant please.",Attraction-Inform,3,3,4,,,Attraction,Inform,568,143
13241,SYSTEM,"Limehouse is a guesthouse in the north part of town, it's rated 4 stars and in the moderate price range. It has free parking and internet. Would you like to book?",Hotel-Inform,,,,,,Hotel,Inform,576,162
13265,SYSTEM,Yes I found a perfect fit for you. Wagamama is a Japanese restaurant that serves expensive food in the center of town. Would you like their address and telephone number?,Restaurant-Inform,,,,,,Restaurant,Inform,577,169
13375,SYSTEM,"Yes there are 4 italian restuarants that are expensive in the centre of town. Stazione, Clowns Cafe, Don Pasquale Pizzaria, and Cafe Uno. Would you like a reservation?",Restaurant-Inform,,,,,,Restaurant,Inform,582,167
13381,SYSTEM,"There are 5 in that area: Ballare, Club Salsa, Kambar, Soul Tree Nightclub, and The Fez Club. Would you like more information about 1 of these?",Attraction-Inform,,,,,,Attraction,Inform,582,143
13386,USER,"Thanks for that! Can you double check when the car is picking me up? I think I misspoke - I'd like to leave the restaurant by 18:30, not after.",Restaurant-Inform,4,3,3,,,Restaurant,Inform,582,143
13418,USER,7 people for the taxi.,Taxi-Inform,4,3,3,4,3,Taxi,Inform,583,22
13462,USER,Ok I will book it for you,Booking-Inform,3,3,3,,,Booking,Inform,585,25
13468,USER,There will be 2 people.,Hotel-Inform,2,3,3,,,Hotel,Inform,585,23
13474,USER,At the el shaddai.,Restaurant-Inform,3,3,3,,,Restaurant,Inform,585,18
13510,USER,I want to arrive by 15:45,Train-Inform,4,3,3,,,Train,Inform,587,25
13539,SYSTEM,"I found that info st catharines college is located at kings parade, has free entrance and its phone number is 012233338300. Can I help you with anything else?",Attraction-Inform,,,,,,Attraction,Inform,588,158
13628,USER,"Yes, I'd like some information on finding a particular restaurant. The restaurant should serve a variety of Jamaican food and ideally I'd like it to be located in the south please.",Restaurant-Inform,3,3,3,3,,Restaurant,Inform,593,180
13638,USER,Do they have free wifi?,Hotel-Inform,3,3,3,3,,Hotel,Inform,593,23
13677,SYSTEM,"The Junction theater is the only theater in the area. It's located on Clifton way, cb17gx. If you would like to call their number is 01223511511.",Attraction-Inform,,,,,,Attraction,Inform,595,145
13679,SYSTEM,Unfortunately that information is not available in my database. I suggest calling ahead for entrance fee pricing. Is there anything else I may assist you with?,Attraction-Inform,,,,,,Attraction,Inform,595,159
13687,SYSTEM,"Carolina bed and breakfast is a moderately priced four star guesthouse with wifi and parking, in the east area. Would you care to make a reservation?",Hotel-Inform,,,,,,Hotel,Inform,596,149
13748,USER,"2 nights, then.",Hotel-Inform,4,3,3,,,Hotel,Inform,599,15
13850,USER,"Hello, I'm looking for a place to stay the night. I'd like a hotel, but nothing fancy, it can have zero stars and that's fine. Do you have any recommendations?",Hotel-Inform,3,3,3,,,Hotel,Inform,604,159
13937,SYSTEM,"Okay. The only park in the centre is cambridge university botanic gardens. Their address is bateman street, postcode is cb21jf, phone number is 01223336265, and the entrance fee is 4 pounds.",Attraction-Inform,,,,,,Attraction,Inform,607,190
13945,SYSTEM,"The address is gonville place, phone number is 01223446100. I'm not showing if there is an entrance fee. Is there something else I can help you with today?",Attraction-Inform,,,,,,Attraction,Inform,608,155
13951,SYSTEM,How about the Artchway House in the north? It is a moderately priced 4 star hotel with free wifi and parking. Would you like me to make a reservation?,Hotel-Inform,,,,,,Hotel,Inform,608,150
13959,SYSTEM,A white Ford will pick you up at the hotel at 4:15 and take you to the pool. Contact number is 07909004029. Can I help you with anything else today?,Taxi-Inform,,,,,,Taxi,Inform,608,148
14029,SYSTEM,"I really love The Cambridge Corn Exchange located on Wheeler Street. I don't have admission information, but you can call them at 01223357851.",Attraction-Inform,,,,,,Attraction,Inform,612,142
14104,USER,I'm traveling to Ely.,Train-Inform,3,3,3,,,Train,Inform,615,21
14108,USER,I am departing on Sunday.,Train-Inform,3,3,3,,,Train,Inform,615,25
14135,SYSTEM,There's a place called the Man on the Moon that is a great concert hall. They are located at 2 Norfolk Street. Postcode is cb12lf. Their phone number is 01223474144.,Attraction-Inform,,,,,,Attraction,Inform,616,165
14161,SYSTEM,"If you have no other preferences to help narrow it down, may I suggest the Acorn guest house? It's very nice, with free wifi and free parking as well.",Hotel-Inform,,,,,,Hotel,Inform,617,150
14261,SYSTEM,"Express by Holiday Inn Cambridge is an expensive hotel located in the east, and it includes parking. Would you like me to book a stay there for you?",Hotel-Inform,,,,,,Hotel,Inform,622,148
14275,SYSTEM,"There's one with 3 stars - Bridge Guest House. It's in the south and is moderately priced, and they have free wifi and parking. Would you like to book a room?",Booking-Inform,,,,,,Booking,Inform,623,158
14299,SYSTEM,"Alexander bed and breakfast is in town centre, cheaply priced with a 4 star rating. It also offers free parking and wifi. Would you like to book a room?",Hotel-Inform,,,,,,Hotel,Inform,624,152
14306,USER,Can you try for 4 nights?,Hotel-Inform,3,3,3,3,,Hotel,Inform,624,25
14311,SYSTEM,There are 4 results for boating attractions. Are you looking for the centre area? If not there is also one in the east and one in the north.,Attraction-Inform,,,,,,Attraction,Inform,624,140
14313,SYSTEM,"I can book you with scudamores punting co located in the centre area. The entrance fee is ? and the address is granta place, mill lane. Is that fine?",Attraction-Inform,,,,,,Attraction,Inform,624,149
14315,SYSTEM,I'm sorry but the entrance fee is not listed. But here is there phone number if you wish to contact them 01223359750. What else can I assist you with?,Attraction-Inform,,,,,,Attraction,Inform,624,150
14321,SYSTEM,"Certainly! It is located in Market Square, which is in the center of town, and the postcode is CB23PQ. Is there anything else I can help you with today?",Attraction-Inform,,,,,,Attraction,Inform,625,152
14346,USER,I need two tickets.,Train-Inform,3,3,3,,,Train,Inform,626,19
14449,SYSTEM,"Yes, both have internet.",Hotel-Inform,,,,,,Hotel,Inform,630,24
14450,USER,"Great, either one is fine. I need a reservation for 3 people for 3 nights starting Tuesday. If 3 nights is not available try 2 nights and reference number.",Hotel-Inform,4,3,3,3,,Hotel,Inform,630,155
14483,SYSTEM,"The park is located at Cherry hinton Hall, Cherry Hinton Road. The phone number is 01223446100 and is free to enter. Is there anything else I can do for you?",Attraction-Inform,,,,,,Attraction,Inform,632,157
14528,USER,"1 person, plese.",Hotel-Inform,3,3,3,,,Hotel,Inform,634,16
14570,USER,Then how about 17:15?,Restaurant-Inform,2,2,3,2,,Restaurant,Inform,635,21
14647,SYSTEM,"The riverboat georgina is in the north and great fun. The address is cambridge passenger cruisers, jubilee house, postcode cb43ax. Do you need more information?",Attraction-Inform,,,,,,Attraction,Inform,638,160
14679,SYSTEM,"I'm sorry, Papadoux is not coming up. There is an expensive African restaurant called Bedouin in city centre. Would you like me to try that one instead?",Restaurant-Inform,,,,,,Restaurant,Inform,640,152
14696,USER,How about a museum?,Attraction-Inform,4,3,3,,,Attraction,Inform,641,19
14713,SYSTEM,Let me get that for you.,Booking-Inform,,,,,,Booking,Inform,641,24
14737,SYSTEM,"There are 13 colleges to visit in the city centre. If I may recommend something, Gonville and Caius College is quite lovely this time of year, and their entrance fee is free.",Attraction-Inform,,,,,,Attraction,Inform,642,174
14750,USER,How about Chinese food?,Restaurant-Inform,3,3,3,,,Restaurant,Inform,643,23
14751,SYSTEM,"There are the Peking Restaurant, which is expensive, the Good Luck Chinese Food Takeaway, which is also expensive, and the Lucky Star, which is cheap.",Restaurant-Inform,,,,,,Restaurant,Inform,643,150
14910,USER,i want indian food.,Restaurant-Inform,3,3,3,,,Restaurant,Inform,651,19
14916,USER,Yes I am also looking for a place in the same area as the restaurant with free parking.I want it for 3 people for 5 nights starting Tuesday.,Hotel-Inform,3,3,3,,,Hotel,Inform,651,140
14960,USER,How about for 10:15?,Restaurant-Inform,3,3,3,,,Restaurant,Inform,653,20
14998,USER,I want to get picked up from the attraction by 23:45 and taken to the restaurant. Please make the taxi booking and give me the relevant info,Taxi-Inform,3,3,3,,,Taxi,Inform,655,140
15057,SYSTEM,"Okay I have that booked for you, the contact number is 0 754-399-4513, be looking for a yellow Ford to pick you up from King's College around 2:45 p.m. and take you to Pizza Express.",Taxi-Inform,,,,,,Taxi,Inform,657,182
15079,SYSTEM,"There are, yes. There's the Abbey Pool and Astroturf Pitch in the east, the Jesus Garden Outdoor Pool and Kings Hedges Learner Pool north, and Parkside Pools in the centre.",Attraction-Inform,,,,,,Attraction,Inform,658,172
15081,SYSTEM,The postcode is cb58nt.,Attraction-Inform,,,,,,Attraction,Inform,658,23
15093,SYSTEM,There is a grey Honda booked for you to go from the pool to your hotel at 4:45. Their contact number is 07636297454 in case you need to reach them.,Taxi-Inform,,,,,,Taxi,Inform,658,147
