conv_id,conv_text,average_rating,satisfaction_rating,sentiment,token_count
87,"USER Yes, would you be able to help me find a train leaving from Cambridge?
SYSTEM I can definitely help with that. What day would you like to travel? And what is your desired destination?
USER I want to travel on Saturday from Cambridge to Kings Lynn.
SYSTEM There are 19 different trains on Saturday from Cambridge to Kings Lynn. What time would you like to arrive by?
USER I would like to leave after 14:30. Could you find me a train for that time?
SYSTEM The first train to leave after 14:30 is TR6982 and leaves at 15:11
USER Is it possible to cancel the train ticket later if I need to?
SYSTEM You may cancel your booking for free if delayed; otherwise there is a 12 GBP fee. Would you like to make a reservation for the train?
USER OK, could you book me 7 tickets for the TR6982?
SYSTEM Booking was successful, the total fee is 54.88 GBP payable at the station. Is there anything else I can help you with?
USER I'm looking to stay in a guesthouse while I'm there. I'd like a place that has free parking.
SYSTEM There are a number of guesthouses. Do you have a price range and an area that you prefer?
USER No. What is available?
SYSTEM I have 21 places that fit what you want. Do you have a price preference?
USER Not at the moment. Can you recommend any moderately priced guesthouses to accommodate 7 people?
SYSTEM Is there a specific area of town you would like to stay in?
USER Not particularly. I just need one for 5 nights starting Monday. Whichever you recommend.
SYSTEM I am very sorry, but I was unable to book a guesthouse, would you be able to check in at a later day, or could you stay for a shorter period?
USER Can you book it for 3 nights?
SYSTEM You're booked at the Acorn Guesthouse for 3 nights, 7 people, starting on Monday. Your reference number is WU51A5WI. Can I help with anything else today?
USER What are my parking options if I am driving to the Acorn Guesthouse?
SYSTEM Unfortunately, there are no parking options at the Acorn Guest House. Is there anything else I can do for you?
USER Is there an age requirement for checking in?
SYSTEM Acorn Guest House does not have an age restriction for check in. Will you be needing anything else?
USER I do not need anymore help. Thank you for your help.
USER OVERALL",3.0,Low,Positive,422
88,"USER I need the address of an expensive restaurant in the east part of town.
SYSTEM Would you prefer British, Indian, or Chinese food, or a gastropub?
USER I don't have a preference.
SYSTEM The grafton hotel restaurant serves british food, is in the east part of town and is in the expensive price range. Would you like their location?
USER Does this restaurant offer vegetarian food?
SYSTEM Grafton Hotel Restaurant does not have vegetarian options. Would you like more information about the restaurant.
USER Is Amex accepted at Grafton Hotel Restaurant?
SYSTEM Yes, American Express along with Mastercard and Visa are taken there. Can I help you with anything else?
USER Yes, please give me their address.
SYSTEM Their address is Grafton Hotel 619 Newmarket Road Fen Ditton
USER Do you know if there are any high chairs for babies there?
SYSTEM High chairs aren't available, I apologize. Has everything been answered for you?
USER thank you, goodbye.
USER OVERALL",3.0,Low,Positive,161
89,"USER I need to find a hotel to stay in, some place with free parking. Thank you.
SYSTEM i have 29 options for you
USER Okay, thank you! I would like a 4-star hotel.
SYSTEM That narrowed it down some, but we still have plenty of options available. Is there anything else you're looking for like a certain price range or maybe internet?
USER Any place in the south area of town?
SYSTEM I found two 4-star hotels in that area: Aylesbray Lodge Guest House and Rosa's Bed and Breakfast.
USER Yes the first hotel will do great, I need to book for 4 people and 2 nights starting from Tuesday.
SYSTEM Booking was successful. Reference number is : PZ6RF1H0. is there anything else i could help you with?
USER Is there concierge service available at the hotel?
SYSTEM There is not concierge service available at the hotel. Can I assist you with anything else?
USER I would also like to find a pricey Gastropub,
SYSTEM There are three expensive gastropub restaurants. Would you rather be in the centre or the east?
USER I would prefer the south.
SYSTEM Unfortunately the only restaurants that meet your criteria are in the centre or the east.
USER Can you look again? I thought I saw one in the south area the last time I was in town.
SYSTEM There are none in the south side of town.
USER Can you check all the gastropubs in town?
SYSTEM There are 4 gastropub restaurants in town. Three are located in the centre, one is in the east. Three are expensive, and one is moderate.
USER I'm sorry, I need a restaurant in the south.
SYSTEM There are no gastropub restaurants in the south. Would you like a different kind of food?
USER Yes, let's try an Italian restaurant in the south, please. There should be one.
SYSTEM I have two Italian restaurants in south. We have the pizza hut cherry hinton and frankie and bennys. Which would you prefer?
USER I'll go with frankie and bennys. Do you have their phone number and address?
SYSTEM Yes. Their phone number is 01223412430 located Cambridge Leisure Park Clifton Way Cherry Hinton. Anything else?
USER Will I be able to pay with my Visa card at the restaurant?
SYSTEM Yes, Frankie and Benny's accepts all major credit cards. When do you need the taxi to pick you up?
USER Can you help me book a taxi?
SYSTEM I can book a taxi but I need to know where you need to be picked up and dropped off. Is there a certain time?
USER I need to leave the hotel by 6 and head to the restaurant.
SYSTEM I have booked you with a red honda taxi. Their phone number is 07534551524. Can I help with anything else?
USER Will I be able to cancel the Taxi and will there be a cancellation fee?
SYSTEM Yes,if you cancel within 24 hours in advance, it will be free. After that cost will be 10 GBP. Is there anything else I can assist you with?
USER No thank you, you were helpful
USER OVERALL",3.33,Medium,Positive,524
90,"USER I want to find a moderately priced restaurant that serves british food. What is the address and phone number?
SYSTEM There are 5 moderately price restaurants that serve British food. Is there an area of town that would work best for you?
USER I do not care. Please suggest one.
SYSTEM saint johns chop house serves british food, is in the west area of town and is in the moderate price range
USER What is their address and phone number?
SYSTEM the phone number is 01223353110 and the address is 21-24 Northampton Street, is there anything else I can help you with?
USER Can you tell me if they have a bar there?
SYSTEM You are able to get alcohol at Saint Johns Chop House. Is there anything else you need to know?
USER Does this restaurant offer take out?
SYSTEM Unfortunately, this establishment does not offer takeout service. How else can I help you today?
USER Does saint johns chop house have free WiFi for customers?
SYSTEM Yes, Saint Johns Chop House have free WiFi for customers. Is there anything else I can assist you with?
USER No, thank you, goodbye.
USER OVERALL",2.8,Low,Positive,195
91,"USER Hi I need a train to go to Norwich, I need to leave after 17:45.
SYSTEM Where are you departing from?
USER I'll be leaving from Cambridge on Tuesday.
SYSTEM Okay, there is an 18:36 train that will arrive by 19:55. Just that sound good?
USER Does this train offer disability services?
SYSTEM Special travel assistance is available if needed, and trains are handicap-accessible. Does that sound like it will work for you?
USER Is the train pet-friendly? My dog is my best travel companion.
SYSTEM Yes it is pet-friendly. You may bring your dog on a short lead or in a basket 85x60x60cm. Would you like to make a reservation?
USER Sounds great. Can you buy me two tickets?
SYSTEM Your booking was successful. You will be paying 35.20 at the station and your reference number is VAJDAW8J. Can I help you further?
USER What about the WiFi? I am assuming they have some sort of internet.
SYSTEM There is wifi service onboard the train, with the ID GreatNorthern_Wifi. Would you like any more information?
USER Yes, what is there for food?
SYSTEM What type of food do you like ?
USER Did I say food? Sorry, I meant places to go. I'm looking for entertainment in the centre of town.
SYSTEM We have many available attractions in city centre. Would you be interested in a nightclub, cinema, theatre, or another type of entertainment?
USER What options do you have for entertainment?
SYSTEM Sorry, there are no results for that query. Would you like to try a different area or type?
USER I am looking for an attraction in the centre of the city.
SYSTEM I'm sorry we have no entertainment attractions in centre. Should I look for another type of attraction?
USER Yes, let's try to find architecture instead. Can you recommend your favorite and tell me the address?
SYSTEM All saints church is a great architecture attraction on jesus lane. Entrance is free. Anything else today?
USER Great, can I please have the address for All Saints church?
SYSTEM The address is jesus lane in centre.
USER Great! Thank you for all your help!
SYSTEM Is there anything else you need today?
USER That is it for today, thank you. Bye
USER OVERALL",2.75,Low,Positive,377
92,"USER I'm looking for a high end restaurant in the centre, can you help me out?
SYSTEM I have 33 restaurants that meet that criteria. Is there a certain type of food you are looking for?
USER I want one that serves light bites.
SYSTEM I am sorry but not results came up with your criteria, would you like to try something else?
USER What about one that has Italian food?
SYSTEM I have 4 restaurants that come up, based on that criteria. Would you like more information about them?
USER That's okay, I'll just pick the first one. Can you make a reservation for 2 at 15:30 this Monday?
SYSTEM I apologize booking was unsuccessful. Would you like me to try another restaurant?
USER Yes, please try another one of the 4 restaurants you found.
SYSTEM You are booked into the clowns cafe at 54 King Street City Centre. Your reference number is I0EPBDJ4. May I help you with anything else?
USER Can you tell me whether the Clowns Cafe has any gluten free dishes?
SYSTEM Clowns Cafe does not have any gluten free options on the menu. Do you have any other questions for me?
USER Is it possible to pay with a credit card at this restaurant?
SYSTEM Yes, you can pay with your credit card here. Any other questions about the establishment?
USER Is Clowns Cafe a BYOB establishment?
SYSTEM No, BYOB is not allowed at Clowns Cafe. Is there anything else I can provide?
USER Thanks so much for your help
USER OVERALL",3.6,Medium,Positive,258
93,"USER I'm looking for a 2 star guesthouse in Cambridge. I am flexible on date. What would you recommend?
SYSTEM I was unable to find any 2 star rated guesthouses, do you have another preference?
USER Could you try again? It should be in the north as well.
SYSTEM No I am really sorry something else perhaps?
USER What about a guesthouse in the north?
SYSTEM I have found quite a number of matches, over 10, unless you have other specifications I would suggest the Worth House.
USER I really need something 2-stars. If there are no guesthouses that meet that, can you try a hotel please?
SYSTEM I have both the Ashley Hotel and the Lovell Lodge that meet your criteria. They are 2-starred hotels in the north area.
USER Do both hotels have free internet?
SYSTEM Yes, both have free internet and free parking. Do you have a preference between the two?
USER Does the hotel front desks operate 24 hours?
SYSTEM No, the hotel front desk does not operate 24 hours. Anything else I can do for you?
USER Does the Lovell Lodge have housekeeping everyday?
SYSTEM Daily Housekeeping services isn't being provided at the Lovell Ldge. What else will you be needing?
USER Yes, The Lovell Lodge sounds nice. Can you give me the phone number and postcode please?
SYSTEM Of course. The phone number of Lovell Lodge is 01223425478 and their postcode is cb41sr.
USER I also need a train for Sunday departing Bishops Stortford.
SYSTEM Do you have a time by which you would like to leave or arrive?
USER I can't leave until after 17:45 and going to Cambridge
SYSTEM The first train that leaves after 17:45 leaves at 19:29 and would arrive by 20:07. Would you like me to book seats on train TR0053 for you?
USER Yes, I would like to book for 3 people please. Let me know the reference number, thank you.
SYSTEM Your reference is 8JTOWQZC, do you need anything else?
USER Yes, please give me a written confirmation of my train booking.
SYSTEM You will receive an email confirmation shortly. Can I assist with anything else?
USER No that is everything. Thank you for your help!
USER OVERALL",2.75,Low,Positive,371
94,"USER Hello, I am looking for a place to stay in Cambridge.
SYSTEM I can help with that. Do you have an area of town, or a price range in mind?
USER I'm not picky about the area of town or the price, but I absolutely need free wifi!
SYSTEM Ok, almost all of the hotels have free wifi, do you have a star rating you would like?
USER I don't care.
SYSTEM There are 32 hotels that have free wifi. Do you have any preference of price range or area, or should I choose one for you?
USER I would like a guesthouse type but the price range is not as important.
SYSTEM How about the moderately priced Rosa's Bed and Breakfast? I also have 22 other entries, if you would prefer something else.
USER Does Rosa's Bed and Breakfast have a swimming pool?
SYSTEM No, Rosa's has no swimming pool. Should I look at other options for you?
USER Rosa's Bed and Breakfast sounds fine. Can you book it for 3 people arriving on Thursday for 5 nights?
SYSTEM Yes I most certainly can! I have booked you into the Rosa and your reference number is 06D0FC6L.
USER Do you know if Rosa's wants guests to make parking reservations in advance?
SYSTEM You do not need to make reservations in advance. Will that be all for today?
USER Yes I also need to book a train for 3 people on Thursday between Bishops Stortford and Cambridge arriving by 09:00.
SYSTEM I have a 7:29 that gets into Cambridge at 8:07. I booked three people on this train per your instructions. The total cost is 30.29 pounds and your reference is 9AR1CBJM.
USER Can I cancel my train ticket if needed?
SYSTEM You can get a refund if the train is delayed or cancelled. Otherwise it is 12 GBP. Is there anything else I can help you with.
USER Thank you very much for your help today.
USER OVERALL",3.0,Low,Positive,330
95,"USER I really would like to try a japanese restaurant while in Cambridge.
SYSTEM Wagamama is a Japanese restaurant on 36 Saint Andres Street. Would you like me to make a reservation for you?
USER I'd like to treat myself. Is this in the expensive range?
SYSTEM It is expensive. Shall I book it for you?
USER Yes, if this restaurant is in the Centre. I also need the postcode and phone number please.
SYSTEM Of course. The phone is 01223462354 and the post code is cb23ar. Can I do anything else for you?
USER I also need a hotel in the cheap price range.
SYSTEM I have located 2 hotel options, Alexander Bed and Breakfast and El Shaddai, both have internet and parking available. Would you like me to book one of these for you?
USER Yes I would like a room for 3 nights please.
SYSTEM Sure, when would you like to stay?
USER The hotel I need should be in the same area as the restaurant and include free wifi.
SYSTEM It is in the same area, and does have wifi. When would you like your stay to begin?
USER I would like my stay to begin on Tuesday.
SYSTEM I apologize, but the hotel isn't available for that amount of time. Please book another day or a shorter stay.
USER Can you try to book the hotel for Tuesday for 2 people, 2 nights?
SYSTEM I'm sorry but the booking was unsuccessful. Is there an alternative date you would like to try?
USER All right, can you try for just 1 night instead?
SYSTEM I was able to book a stay for 1 night, Tuesday at the Alexander bed and breakfast. Your Reference number is : IUP56OAY. Can I help ypu with anything else?
USER Does Alexander bed and breakfast have a fitness center onsite?
SYSTEM The Alexander Bed and Breakfast does not offer an onsite fitness center at this time. Is that you need?
USER Are there any age restrictions on who can check in for us?
SYSTEM In order to check into Alexander Bed and Breakfast, you must be at least 18 years old. Is there anything else I can help you with?
USER What times can I check in at?
SYSTEM Guest check-in at this B&B begins at 3:00 (15:00 military time). Is there anything else I can help you with?
USER That's all I need thanks.
USER OVERALL",2.67,Low,Positive,406
96,"USER I can't wait to get to Cambridge and try some of the restaurants I've heard about. Can you tell me about one of them? I think the name is Little Seoul.
SYSTEM Little Seoul is a Korean restaurant in the city centre which is in the expensive price range. Would you like me to book a table for you?
USER Do you know if they have live music entertainment at this venue?
SYSTEM Live music is not offered there Do you wanna book it?
USER Yes, please. Table for 8 at 15:00 on wednesday.
SYSTEM I'm so sorry, but Little Seoul was unable to accommodate that reservation. Would you like to try a different day or time?
USER Can we do the same day at 14:00 instead?
SYSTEM The booking was successful, reference number is 0F3L674U
USER Great I also need to get a train on thursday leaving from cambridge.
SYSTEM Where will you be wanting to go?
USER I'd like to arrive in Norwich by 13:15 if possible.
SYSTEM I have a train leaving cambridge at 11:36 and arriving in norwich by 12:55. Would you like me to book that for you today?
USER Is there any fee for parking at the train station there?
SYSTEM It varies depending on the station, to be sure, check with your station onsite. Does the train mentioned earlier work for you?
USER Thats is great, I need it for 8 people as well, and can I get a reference number as well please?
SYSTEM Sure thing. Your booking was successful. Your reference number is : WOWBP7SK.
USER May I use my season ticket for this train booking?
SYSTEM Yes, you can use your season ticket but you have to pick your ticket up from the ticket office Can I help you with anything else?
USER That's all I need. Thank you!
USER OVERALL",4.0,High,Positive,312
97,"USER Hello, I'm looking for a cheap place to stay. It doesn't need to have free parking.
SYSTEM Alexander bed and breakfast is available in the cheap price range.
USER I also need free wifi and a 0 star rating please.
SYSTEM I don't see any hotels with free internet in cheap price range.
USER Ok, then, is there one that is cheap and offers free parking instead?
SYSTEM No there is not one that matches that criteria.
USER Ok, I will try again later.
SYSTEM Hold on, I had mistakenly listed you as not wanting free parking (rather than not caring if they did). I have two gueshouses that offer both parking and internet.
USER I have a disability and I want to be able to access the guesthouses with no issue, do they have disability access?
SYSTEM There are no special accessible rooms at the B&B. Do you want to book there?
USER I want which ever one is close to town.
SYSTEM How about the el shaddai? I will need to know how long your stay is going to be and how many is in your party please
USER We require an additional bed in the room, is that available?
SYSTEM The hotel does not possess extra beds. Would you like to make a reservation for the hotel?
USER Does the hotel offer shuttle service to and from the building?
SYSTEM Shuttle services are not provided, sorry. Can I help you with anything else?
USER Sure. There will be 5 of us for 4 nights starting Monday.
SYSTEM The el shaddai was full but I was able to book you at the city centre north b and b. Reference number XLPM3FVL.
USER Perfect thanks so much for your help that was all I needed today.
USER OVERALL",3.0,Low,Positive,300
98,"USER What sort of dining does Cambridge offer in the centre, in the moderate price range?
SYSTEM There are 21 different choices. What kind of food are you looking for?
USER I would like some christmas food.
SYSTEM I'm sorry. I could not find a restaurant that meets that criteria. Would you like to try something else?
USER How about somewhere with Lebanese food?
SYSTEM Yes, there is a moderately priced Lebanese restaraunt in the centre named Ali Baba. How does that sound?
USER That will work can you make a reservation and send me the reference number please?
SYSTEM of course, what day shall i make the reservation for?
USER Tuesday please at 18:15 for 6 people.
SYSTEM Your table at Ali Baba is booked, reference #NYH3ZPQN. Is there anything else I can help you with today?
USER Does the restaurant provide highchairs for babies?
SYSTEM Unfortunately there are no high chairs available. Can I help you with anything else?
USER I 'd like to find a hotel in the same area, one with three stars.
SYSTEM We have an expensive hotel called gonville hotel with free internet and parking. Would you be interested in booking a room here?
USER Does it have free wifi?
SYSTEM Yes it has free wifi and free parking.
USER Is there a fitness center on the premises for guests to use?
SYSTEM There aren't any fitness centers on the premises, sorry. Is there anything else I could help with?
USER Does the hotel allow children to stay?
SYSTEM Children are allowed to stay here. Anything else?
USER That sounds perfect. Can you book a reservation for 5 nights starting on Tuesday for 6 people?
SYSTEM Your booking at the Gonville Hotel was successful. The reference number is FHD472H3. Can I help with anything else today?
USER Thanks, you have been very helpful. That is all I needed. Bye.
USER OVERALL",4.0,High,Positive,317
99,"USER How much does it cost to take the bus in Cambridge?
SYSTEM Where will you be traveling to?
USER I will be traveling to london.
SYSTEM The rate for a trip from Cambridge to london kings cross ranges from 18.88 pounds to 23.60 pounds depending on the day of travel.
USER I am also looking for a hotel in the west side of Cambridge. Can you help me?
SYSTEM There are a few to choose from. Do you prefer a hotel or a guesthouse?
USER I want a hotel on the west side that doesn't have to include internet. If no internet, what about free wifi?
SYSTEM Unfortunately there are no hotels meeting your criteria. Would you like me to look in another part of town?
USER Are you sure that there are no hotels on the west side of town? With or without internet?
SYSTEM There are four. Do you have a price range in mind?
USER No price preference, whatever you recommend.
SYSTEM Finches bed and breakfast is a cheap guesthouse in the west with a 4 star rating. It has internet and parking. Would you like me to book this?
USER Does is charge a fee if you want to stay with pets?
SYSTEM There is no fee because pets are not allowed. Should I book it for you still?
USER Yes please book for 7 people for 5 nights starting from monday.
SYSTEM You are booked at Finches Bed and Breakfast. Your reference number is LMAP8LOO. Is there anything else I can help you with?
USER I also need to book passage on a train on friday, from cambridge to birmingham new street.
SYSTEM What time do you want to depart?
USER It needs to leave sometime after 15:45, and I'll need 7 tickets.
SYSTEM Is there a particular time you would like to arrive by?
USER I would like to make a reservation for a seat on the train, is that possible?
SYSTEM We do not offer seat reservation. Would you like to book the train?
USER Does this train offer additional wifi data packages?
SYSTEM There is no additional WIFI Data to buy. Is there anything else I can do for you today?
USER nope, would just like it to leave after 15:45
SYSTEM Booking was successful, the total fee is 525.69 GBP payable at the station . Reference number is : ZTJU607W. Anything more I can help with?
USER That will be all. Thanks for your help! Bye!
USER OVERALL",3.0,Low,Positive,418
100,"USER Hello! I am about to go to Cambridge and I would like some information about local restaurants. I also need to see if I can book a train to Cambridge that gets there before 15:45.
SYSTEM We have many options for restaurants. What food type are you interested in eating today?
USER I would like Italian please.
SYSTEM What area of town do you prefer?
USER It doesn't matter the part of town.
SYSTEM help me narrow down the choices by giving me the price range
USER Actually, let's look for the train first, please. I'll be traveling from London Kings Cross to Cambridge on Tuesday and I'd like to arrive by 15:45.
SYSTEM The TR3456 from London Kings Cross on Tuesday departs at 13:17 and arrives at 14:08. Shall I book that for you?
USER Would I be able to pay for my ticket with a credit card?
SYSTEM Yes, all major credit cards are accepted. Would you like to book something?
USER I don't need to book just yet. But could you help me located a New Zealand restaurant?
SYSTEM Unfortunately, we no longer have any new zealand restaurants in the city. Can I search for something else for you?
USER I's sorry, but could you give me the actual train travel time between the two cities? I'm not good at math.
SYSTEM It takes 51minutes.
USER Thanks, could you also recommend could you help you help me find a place with japanese food?
SYSTEM Wagamama is an expensive Japanese restaurant in the centre of town.
USER Okay please book a table for five people on tuesday at 18:00 and give me the reference number
SYSTEM I am unable to book it at this time.
USER Is there another Japanese restaurant in the center of town?
SYSTEM There are no other Japenese Restaurants in that area.
USER Does the Wagamama accept Mastercards? Just want to make sure.
SYSTEM They accepts all major credits cards. Would you like to reserve a table?
USER Could you try to book that again for 5 people at 18:00 on Tuesday?
SYSTEM Great news, the booking system is back up and I made your reservation! The Ref. # is ETUL1R4O. Anything else I can do?
USER Thank you very much. That is all for today.
USER OVERALL",3.25,Medium,Positive,385
101,"USER I am looking for an expensive restaurant that serves Welsh food.
SYSTEM I apologize, there are no restaurants in the expensive price range that serve Welsh food. Would you like a different type of food?
USER How about korean food?
SYSTEM Little Seoul is an expensive Korean restaurant. Is there anything else I can help you with?
USER Do they have vegetarian options?
SYSTEM No, vegetarian options are not offered here. Anything else I can do for you?
USER Does this restaurant offer live music?
SYSTEM No live music is offered at Little Seoul. Would you like any further information?
USER It would be nice to dine in the fresh air. Do they have a spot to sit outside and eat?
SYSTEM No. There's no place to sit outside and eat. Is this all for you today?
USER Yes, I would like their address and what part of town they are located in.
SYSTEM Little Seoul is located in the centre of town and the address is 108 Regent Street City Centre.
USER Thank you, goodbye.
USER OVERALL",2.67,Low,Positive,179
102,"USER Hello, I'm looking for a hotel to stay that is in the moderate price range with free wifi.
SYSTEM I have 3 hotels that are moderately priced with free wifi. Ashley hotel or Lovell Lodge in the North and CityRoomz in the centre.
USER I would prefer a 4 star hotel, are any of those three rated 4 stars?
SYSTEM They are not. Would you like me to look for hotels in a certain area?
USER I would like to stay in the centre part of town.
SYSTEM I am sorry but there are no hotels in the center of town matching your request. Would you like try a different part of town, price range, or star rating.
USER Can you check the north part of town?
SYSTEM I have seven places in the north. Would you like me to book one?
USER Can you let me know if one of them has free parking, the hotel type of it, and the postcode?
SYSTEM There are six entries that fit your criteria in the nborth area, any other preferences?
USER Which one would you recommend?
SYSTEM How about the ashley hotel? Moderately priced and located in the north.
USER Can I use my American Express card to pay for the hotel?
SYSTEM Yes, Cityroomz takes all the major credit cards as payment. Shall I book you a hotel room now?
USER Sounds good! I also need to find a college in town. Can you help?
SYSTEM Sure! There are 18, any specific area?
USER I would prefer the same area as the hotel.
SYSTEM I'm sorry, there are none in the North, would you like to try a different area?
USER Sure, I'd like to explore other areas of town. Any recommendations?
SYSTEM How does Christ's College sound? It's in the city centre and is free to visit.
USER Thanks! Can I have the address and phone number please?
SYSTEM The phone number is 01223334900 and the address is saint Andrews street.
USER Thank you! One last thing: I need a taxi to commute from the hotel to the college, please.
SYSTEM What time do you want that trip to be?
USER I'm going to leave the hotel by 19:15.
SYSTEM Excellent, I have booked you a blue honda for 19:15. The contact number is 07956367561. Is there anything else I can help you with?
USER Can I pay with AMEX?
SYSTEM Amex is not one of the accepted payment methods. Could I help you with something else?
USER No thank you. That was all I needed. Goodbye.
USER OVERALL",3.67,High,Positive,431
103,"USER I'm looking for a restaurant recommendation.
SYSTEM I would love to assist. Do you have a price range in mind?
USER Yes, I am looking for a expensive scottish restaurant.
SYSTEM Sorry there are no records matching your request. Would you like to change your request?
USER Okay, let's try for an expensive Italian restaurant instead.
SYSTEM I have 5 different ones. 4 are in the centre of town and 1 is in the south. Do you have a preference?
USER No, I just need a resrvation for 7 people at 17:45 on monday.
SYSTEM Okay. Your booking was successful. Your reference number is 42WW4454. The table will be reserved for 15 minutes.
USER Does this restaurant have delivery service?
SYSTEM There is no delivery service at Frankie and Bennys. Can I assist with anything else?
USER Well, can I order for takeout at this restaurant?
SYSTEM I'm sorry, they do not. You will have to eat in the restaurant. Could I help you find something else?
USER No although I need to know, do they have accommodations for persons with disabilities?
SYSTEM Frankie and Bennys is wheelchair accessible. What else do you need to know about the restaurant?
USER Thank you. Could you help me find a museum that is in the east?
SYSTEM Yes, you might want to try the gallery at twelve a high street in fulbourn.
USER Thank you so much. Do you know if there is an admission charge?
SYSTEM Great news, admission is free for that museum. Anything else I can help you with today?
USER Can you also tell me the phone number and postcode?
SYSTEM Their phone number is 01223295264, and postcode is cb15dh.
USER Great! Thank you for all your help.
SYSTEM Thank you for allowing me to help you, have a great day.
USER You too! Thanks.
USER OVERALL",3.5,Medium,Positive,310
104,"USER I am looking for a restaurant in the centre of Cambridge that serves modern American food.
SYSTEM I was unable to find any restaurants matching that.
USER Then what about modern European?
SYSTEM I have 4 modern european restaurants in the centre. Do you have a preference on price range?
USER No, just pick a popular one for me and book it for 1 person on Tuesday please.
SYSTEM I book you a table at riverside brasserie, I will send you the reference number.
USER Okay what is it?
SYSTEM I need to know the reservation time before I can book a table for you.
USER I would like the time to be at 14:00, if you cant get that time 13:00 will do. Can I have a reference number? I also need a train.
SYSTEM Your table has been booked at De Luca Cucina and Bar at 14:00. Your reference number is M81RFLPZ.
USER Thank you. I need a train on Tuesday and I need it to arrive by 10:15.
SYSTEM There are several trains arriving in Cambridge before 10:15. Where are you traveling from?
USER I will be leaving from London Kings Cross.
SYSTEM I can help you with that but first how many tickets will you be needing?
USER First can you tell me if I can book with Mastercard?
SYSTEM Yes, you can pay for the tickets with Mastercard. Do you have any other questions?
USER Can I get a physical ticket?
SYSTEM Yes, you can get a physical ticket from the ticket office at any train station. Anything else I can do for you?
USER Does the restaurant accept Mastercard as a payment option?
SYSTEM Yes, in fact all major credit cards are accepted. Can I do anything else for you today?
USER One ticket is all I need. Thank you.
SYSTEM I booked a train leaving at 5:17. Your reference number is LG54YRTF.
USER Thank you for your help. That's everything I need for now. Goodbye.
USER OVERALL",3.67,High,Positive,335
105,"USER Hello Cambridge Towninfo Center representative. I desire a place to stay that 5 stars, cheap and includes free wifi. Can you help?
SYSTEM I'm sorry but I'm not finding anything that matches your criteria. Can I help with something else?
USER How about changing that to a 4 star rating?
SYSTEM That we have! Do you have a preference on the area?
USER No preferences on the area, but I want to book it for 1 person for 5 nights starting from wednesday.
SYSTEM How does the Alexander bed and breakfast in the centre sound?
USER Do they require a security deposit?
SYSTEM Yes, the hotel requires a security deposit of 20 gdp per day. Anything else I can do for you?
USER Can you tell me whether Alexander Bed and Breakfast provides any dry cleaning services?
SYSTEM Dry cleaning is not currently available at Alexander Bed and Breakfast. Is that all?
USER Will there be daily housekeeping
SYSTEM I'm sorry, Alexander B&B does not provide daily housekeeping. Would you still like to book a room at Alexander B&B?
USER Sounds great! Could you book it for 1 person for 5 nights starting Wednesday?
SYSTEM Booking was successful. Reference number is : 34P1OHBR. Do you need any other help today?
USER That is it, thank you for your help. Goodbye
USER OVERALL",3.33,Medium,Positive,223
106,"USER I'm looking for a restaurant in the centre serving Welsh food.
SYSTEM Unfortunately, I don't see any restaurants that meet your needs. Would you like to broaden your search area?
USER Sure, I guess so.
SYSTEM I'm sorry I am still not finding anything. is there another type of food you would be interested in looking for?
USER Well, can I get some african food instead?
SYSTEM The Bedouin fits that description. Would you like any more information about the restaurant or assistance booking a visit?
USER Is it in he expensive range? If it is I would like to book a table for 7 at 1:00 on Sunday.
SYSTEM It is expensive, yes. May I ask you to repeat the exact time you would like to book a table for?
USER Yes, I want to book a table for 19:00.
SYSTEM I was unable to complete your booking. Would you like to try and book for another day or for another time slot?
USER Yes, can you see if there is a booking available at 18:00 instead? I will also need to make a hotel reservation in a hotel that offers free wifi.
SYSTEM There are nine hotels with wifi offered. What price range are you looking for? In the meantime, I will also attempt your restaurant booking.
USER I would like the hotel also to be expensive with at least a 4 star rating. I will need a reference number for my reservation.
SYSTEM Your table is booked at the Bedouin for 18:00 on Sunday. Reference number WG0TBBPF. I see that the University arms hotel is in the same area.
USER Can I have the University arms hotel's phone number and address?
SYSTEM The address for the University Arms Hotel is Regent Street and the phone number is 01223351241. Would you like me to make a reservation for you?
USER Is there a fitness center onsite at the hotel?
SYSTEM The University Arms Hotel does have a gym on the premises. How else can I help you today?
USER Can you confirm the area of that hotel? I also need a taxi to go from the hotel to Bedouin, I will need to arrive by 18:00.
SYSTEM The University Arms is located in the Centre. I have also booked you a taxi. Look for a Red Volvo. The taxi's contact number is 07835109126. Will you need anything else?
USER Yes, will I be able to pay for the taxi with my Mastercard?
SYSTEM Yes, you may pay with a MasterCard. Anything else I can do for you?
USER Yeah, are there any halal options on the menu?
SYSTEM Yes, you will be able to select halal dishes at the Bedouin. What other information would you like to know about it?
USER Nope that should be it thanks
SYSTEM Great, I hope I was able to assist you with everything you needed. Have a good day.
USER Thank you for your help.
USER OVERALL",3.0,Low,Positive,496
