index,Speaker,Text,Domain-Intent,Rating 1,Rating 2,Rating 3,Rating 4,Rating 5,Domain,Intent,avg_rating,ConvID,turn_id
5878,USER,are their any gluten free options on this menu ?,,3.0,3.0,3.0,,,,,3.0,253,4
5879,SYSTEM,Unfortunately Curry Garden does not offer any gluten free options. Did you need anything else?,,,,,,,,,,253,5
5880,USER,Yes please do.,,3.0,4.0,3.0,,,,,3.33,253,6
5881,SYSTEM,The Curry Garden serves expensive Indian food in the centre of town.,Restaurant-Recommend,,,,,,Restaurant,Recommend,,253,7
5882,USER,"Okay, but I have a disability, is this restaurant accessible?",,3.0,3.0,3.0,,,,,3.0,253,8
5883,SYSTEM,"I'm sorry, Curry Garden is not wheelchair accessible. Would you still like a reservation?",,,,,,,,,,253,9
5884,USER,Great can I get a reservation there for 8 people at 12:30 on sunday?,Restaurant-Inform,3.0,4.0,3.0,,,Restaurant,Inform,3.33,253,10
5885,SYSTEM,"Sorry, there is no table available then. Would you like to try another time slot?",Booking-Request,,,,,,Booking,Request,,253,11
5886,USER,"I think I'd rather try a different restaurant at my preferred time, actually. You mentioned there are several others?",Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,253,12
5887,SYSTEM,"Yes, there's the Goden Curry, Saffron Brasserie, Panahar, and Curry King.",Restaurant-Inform,,,,,,Restaurant,Inform,,253,13
5888,USER,Great! Can I have the Goden Curry?,,3.0,4.0,3.0,,,,,3.33,253,14
5889,SYSTEM,"Sure, when would you like to make a reservation?",Booking-Request,,,,,,Booking,Request,,253,15
5890,USER,12:30 on Sunday. There will be 8 of us.,,3.0,3.0,3.0,,,,,3.0,253,16
5891,SYSTEM,I apologize. I have checked all of the restaurants in the area and none of them can accommodate 8 guests at 12:30 on Sunday. Would a different day or time suffice?,Booking-Request,,,,,,Booking,Request,,253,17
5892,USER,I guess I could try 11:30.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,253,18
5893,SYSTEM,Reservation booked with The Curry Garden for Sunday at 11:30am for 8 people. Your reservation will be held for 15 minutes. Reference number is 6GRFMVDJ.,Booking-Book,,,,,,Booking,Book,,253,19
5894,USER,Does this restaurant have live music?,,3.0,3.0,3.0,,,,,3.0,253,20
5895,SYSTEM,The Curry Garden does not offer live music as a viable entertainment option. Will this be ok?,,,,,,,,,,253,21
5896,USER,Thank you so much.,general-thank,3.0,4.0,4.0,,,general,thank,3.67,253,22
5897,SYSTEM,You're welcome. Anything else I can help with today?,general-reqmore,,,,,,general,reqmore,,253,23
5898,USER,"No, I am all set. Bye.",general-bye,3.0,4.0,4.0,,,general,bye,3.67,253,24
5899,USER,OVERALL,,3.0,4.0,4.0,,,,,3.67,253,25
5900,USER,I am looking for information in Cambridge,,3.0,3.0,3.0,3.0,,,,3.0,254,0
5901,SYSTEM,"Sure, I can help you with all kinds of information. What do you need to know?",general-reqmore,,,,,,general,reqmore,,254,1
5902,USER,Are there any good parks to visit in the west?,Attraction-Inform,3.0,3.0,3.0,3.0,,Attraction,Inform,3.0,254,2
5903,SYSTEM,"Sorry, no parks in the west.",Attraction-NoOffer,,,,,,Attraction,NoOffer,,254,3
5904,USER,"hmm, what about a college?",Attraction-Inform,2.0,3.0,3.0,3.0,,Attraction,Inform,2.75,254,4
5905,SYSTEM,"Yes, there are 5 colleges in the west! Some are free and some have a small fee. Would you be interested in one of those?",Attraction-Inform,,,,,,Attraction,Inform,,254,5
5906,USER,"Sure, just pick one, please? I'll need the entrance fee and phone number.",Attraction-Request,3.0,3.0,3.0,2.0,,Attraction,Request,2.75,254,6
5907,SYSTEM,churchill college would suit your needs. The phone number is 01223336233 and the entrance fee is free.,Attraction-Inform,,,,,,Attraction,Inform,,254,7
5908,USER,I also need a train to Cambridge.,Train-Inform,3.0,3.0,2.0,2.0,,Train,Inform,2.5,254,8
5909,SYSTEM,Is there a date and time that you would prefer?,Train-Request,,,,,,Train,Request,,254,9
5910,USER,"Yes, on Monday and I need to leave after 16:15.",Train-Inform,3.0,3.0,3.0,2.0,,Train,Inform,2.75,254,10
5911,SYSTEM,"Ok wonderful, what will be your departure location?",Train-Request,,,,,,Train,Request,,254,11
5912,USER,I'll be leaving from Kings Lynn.,Train-Inform,3.0,4.0,3.0,3.0,,Train,Inform,3.25,254,12
5913,SYSTEM,Okay the TR0415 leaves at 17:11 and arrives by 17:58.,Train-Inform,,,,,,Train,Inform,,254,13
5914,USER,Can I cancel the booking later if I need to?,,3.0,3.0,3.0,3.0,,,,3.0,254,14
5915,SYSTEM,"Yes, a full refund is available for a delayed or cancelled train, otherwise you pay 12gbp Anything else I can do for you?",,,,,,,,,,254,15
5916,USER,How do I cancel my ticket if I need to?,,2.0,4.0,2.0,2.0,,,,2.5,254,16
5917,SYSTEM,You just need to pay us 12 GBP. Is there anything else I can help you with today?,,,,,,,,,,254,17
5918,USER,How much is the WIFI service on the train?,,3.0,3.0,2.0,2.0,,,,2.5,254,18
5919,SYSTEM,Wifi is a free service for passengers. Can I offer any more assistance?,,,,,,,,,,254,19
5920,USER,Please book me 1 ticket for the TR0415.,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,254,20
5921,SYSTEM,Your train has been booked and your reference number is UXYKEGNB. May I help you with anything else?,Train-OfferBooked,,,,,,Train,OfferBooked,,254,21
5922,USER,That's it! Thank you for your help!,general-thank,4.0,4.0,3.0,3.0,,general,thank,3.5,254,22
5923,USER,OVERALL,,4.0,3.0,3.0,3.0,,,,3.25,254,23
5924,USER,Could you help me find a moderately priced guesthouse?,Hotel-Inform,4.0,3.0,3.0,3.0,,Hotel,Inform,3.25,255,0
5925,SYSTEM,I found 15 do you have any other requirements to help narrow it down?,Hotel-Request,,,,,,Hotel,Request,,255,1
5926,USER,Yes. The guesthouse must include free parking and free wifi.,Hotel-Inform,3.0,4.0,3.0,3.0,,Hotel,Inform,3.25,255,2
5927,SYSTEM,Carolina bed and breakfast has free parking and internet. It is located in the east with a moderate price range. Will this suit your needs?,Booking-Inform,,,,,,Booking,Inform,,255,3
5928,USER,Yes it will. Please book it for 4 people staying 3 night starting on Friday.,Hotel-Inform,3.0,3.0,3.0,2.0,,Hotel,Inform,2.75,255,4
5929,SYSTEM,I'm sorry but the booking was unsuccessful. Would you like to book another day or for a shorter stay?,Booking-Request,,,,,,Booking,Request,,255,5
5930,USER,Could you tell me if it is available for one night?,Hotel-Inform,4.0,3.0,3.0,3.0,,Hotel,Inform,3.25,255,6
5931,SYSTEM,"I am sorry but the Carolina Bed and Breakfast is not available for one night either, may I check another guesthouse for you?",general-reqmore,,,,,,general,reqmore,,255,7
5932,USER,"Yes, please find another moderate guesthouse with free parking and wifi to book.",,3.0,4.0,3.0,3.0,,,,3.25,255,8
5933,SYSTEM,"I'm sorry, I have tried the Hobsons House and The acorn guest house for 3 nights. Could you possibly book a different day to check in?",Booking-Request,,,,,,Booking,Request,,255,9
5934,USER,Do you have any hotels with free wi-fi and parking in the moderate price range?,Hotel-Inform,3.0,3.0,3.0,2.0,,Hotel,Inform,2.75,255,10
5935,SYSTEM,Yes. i have the Ashley North and the Lovell Lodge. Do you have a preference?,Hotel-Select,,,,,,Hotel,Select,,255,11
5936,USER,Yes can you check if they have an outdoor fitness area as well?,,3.0,4.0,3.0,3.0,,,,3.25,255,12
5937,SYSTEM,At the Hamilton Lodge there is nothing like that. You want to book here or somewhere else?,,,,,,,,,,255,13
5938,USER,"Hmmm ... let's try booking the Acorn Guesthouse for 1 night? 4 people, arriving Friday.",Hotel-Inform,4.0,3.0,3.0,3.0,,Hotel,Inform,3.25,255,14
5939,SYSTEM,"I'm sorry, but it's not available.",Booking-NoBook,,,,,,Booking,NoBook,,255,15
5940,USER,Are there any other hotels available?,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,255,16
5941,SYSTEM,"How about we try the Lovell Lodge, if that's okay?",Booking-Inform,,,,,,Booking,Inform,,255,17
5942,USER,That would be fine with me,,4.0,4.0,3.0,4.0,,,,3.75,255,18
5943,SYSTEM,"Lovell lodge does not have availability on Friday either. Would you like to try another guesthouse? Does the area matter? We could try kirkwood house, it is in the north.",Hotel-Request,,,,,,Hotel,Request,,255,19
5944,USER,"Oh dear. Can you try one more time? Moderate guest house, free wifi and parking, for 1 night, Friday, 4 people? I really need this room.",Hotel-Inform,3.0,4.0,3.0,3.0,,Hotel,Inform,3.25,255,20
5945,SYSTEM,"Sorry, I tried all 12 of the avaialble places with those requirements and there is no availability.",Booking-NoBook,,,,,,Booking,NoBook,,255,21
5946,USER,Well what about helping me find something to visit in Cambridge? What is there to do on the west side?,,3.0,3.0,3.0,2.0,,,,2.75,255,22
5947,SYSTEM,I apologize for the trouble earlier. I managed to find you a guesthouse called The Hamilton Lodge and made a successful reservation. The reference number is EL0WI0ZV.,Booking-Book,,,,,,Booking,Book,,255,23
5948,USER,Can you tell me whether the Hamilton Lodge has a restaurant or bar onsite?,,3.0,3.0,3.0,2.0,,,,2.75,255,24
5949,SYSTEM,The Hamilton Lodge doesn't have a bar on-site. What other Hamilton Lodge questions do you have?,,,,,,,,,,255,25
5950,USER,Will Hamilton Lodge watch our bags before check-in so we can explore the area?,,2.0,3.0,3.0,3.0,,,,2.75,255,26
5951,SYSTEM,That is not available at this place. do you need anything else?,,,,,,,,,,255,27
5952,USER,"Oh, thank goodness. I was getting worried. Can you recommend any fun things to do in the west side of town?",Attraction-Inform,3.0,5.0,3.0,3.0,,Attraction,Inform,3.5,255,28
5953,SYSTEM,You could always visit Churchill College.,Attraction-Recommend,,,,,,Attraction,Recommend,,255,29
5954,USER,"Okay, what kind of attraction is that? May I have their postcode and phone number please?",Attraction-Request,3.0,3.0,3.0,2.0,,Attraction,Request,2.75,255,30
5955,SYSTEM,Churchill college is a college in the west. The phone number is 01223336233. The postcode is cb30ds. Can I help with anything else?,Attraction-Inform,,,,,,Attraction,Inform,,255,31
5956,USER,"No, that's all I need today. You have been very helpful. Thanks!",general-thank,4.0,2.0,4.0,4.0,,general,thank,3.5,255,32
5957,USER,OVERALL,,4.0,3.0,3.0,3.0,,,,3.25,255,33
5958,USER,"Hi, I am planning my Cambridge trip and could use some help with a particular attraction.",Attraction-Inform,3.0,4.0,3.0,3.0,,Attraction,Inform,3.25,256,0
5959,SYSTEM,"Sure, is there a particular area of town you're interested in?",Attraction-Request,,,,,,Attraction,Request,,256,1
5960,USER,"No, I need help with a particular attraction. Can you help?",Attraction-Inform,3.0,4.0,3.0,3.0,,Attraction,Inform,3.25,256,2
5961,SYSTEM,"I sure can, what is the name of the attraction you are seeking information about?",Attraction-Request,,,,,,Attraction,Request,,256,3
5962,USER,I'm looking for tenpin I want the address and entrance fee.,Attraction-Inform,3.0,5.0,3.0,3.0,,Attraction,Inform,3.5,256,4
5963,SYSTEM,"Tenpin address is Cambridge Leisure Park, Clifton Way. I am sorry I have no information about their entrance fee. Can I assist you with anything else today?",Attraction-Inform,,,,,,Attraction,Inform,,256,5
5964,USER,"Yes, I also wanted to find an expensive guesthouse to stay at.",Hotel-Inform,3.0,5.0,3.0,3.0,,Hotel,Inform,3.5,256,6
5965,SYSTEM,"I have expensive hotels, or moderately priced guesthouses. But no expensive guesthouses.",Hotel-NoOffer,,,,,,Hotel,NoOffer,,256,7
5966,USER,What about a 4 star guest with free parking. If there is no such guesthouse how about one that is in the cheap range.,Hotel-Inform,3.0,4.0,3.0,3.0,,Hotel,Inform,3.25,256,8
5967,SYSTEM,I found 7 cheap ones. What part of town would you like to stay in?,Hotel-Request,,,,,,Hotel,Request,,256,9
5968,USER,Do I need to make a reservation to park?,,3.0,4.0,3.0,3.0,,,,3.25,256,10
5969,SYSTEM,"No, you don't need to make a reservation to park. Anything else I can do for you?",,,,,,,,,,256,11
5970,USER,I don't have a preference. Please make a suggestion and book it for 6 people for 2 nights starting on friday.,Hotel-Inform,3.0,4.0,3.0,3.0,,Hotel,Inform,3.25,256,12
5971,SYSTEM,"Okay, you are all booked at the leverton house. Your reference number is UDJH8B4E. Is there anything else I can help you with?",Booking-Book,,,,,,Booking,Book,,256,13
5972,USER,Does the Leverton House have any laundry services or self-laundry facilities?,,3.0,4.0,3.0,3.0,,,,3.25,256,14
5973,SYSTEM,The Leverton House does have a laundry facility for guests. Will this be ok?,,,,,,,,,,256,15
5974,USER,Does the Leverton House happen to have a no-kids policy?,,3.0,4.0,3.0,3.0,,,,3.25,256,16
5975,SYSTEM,"No, kids of all ages are welcome. Do you need help with anything else?",,,,,,,,,,256,17
5976,USER,"No that will be it for today, thank you.",general-thank,3.0,5.0,3.0,3.0,,general,thank,3.5,256,18
5977,USER,OVERALL,,3.0,4.0,3.0,3.0,,,,3.25,256,19
5978,USER,"Hi, can you help me find a 4 star guesthouse?",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,257,0
5979,SYSTEM,"Certainly. Alexander bed and breakfast and Rosa's bed and breakfast are two of our best kept secrets, offering 4 star quality at inexpensive prices.",Hotel-Inform,,,,,,Hotel,Inform,,257,1
5980,USER,what is the pet policy ?,,3.0,3.0,3.0,,,,,3.0,257,2
5981,SYSTEM,No pets are allowed at the guesthouse. What else can I help you with?,,,,,,,,,,257,3
5982,USER,Alexander's B&B sounds perfect! Can I book a room there?,,3.0,3.0,3.0,,,,,3.0,257,4
5983,SYSTEM,"What day should I start your booking, and how many days do you plan on staying? Also, how many people would be staying?",Booking-Request,,,,,,Booking,Request,,257,5
5984,USER,Can I get housekeeping everyday at the hotel?,,3.0,2.0,2.0,,,,,2.33,257,6
5985,SYSTEM,Daily housekeeping isn't currently being provided here. How many nights do you want it for?,,,,,,,,,,257,7
5986,USER,"Yes, please book for 1 person staying 5 nights starting Monday. Thank you!",Hotel-Inform,3.0,2.0,3.0,,,Hotel,Inform,2.67,257,8
5987,SYSTEM,"Unfortunately, I was not able to make a booking for that. We could try for another day or see if they have availability for a shorter stay.",Booking-Request,,,,,,Booking,Request,,257,9
5988,USER,How about 3 nights?,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,257,10
5989,SYSTEM,I was able to book you for three nights starting on Monday. Your reference number is Q8EDDUCC. Is there anything else I can help you with?,Booking-Book,,,,,,Booking,Book,,257,11
5990,USER,Does this hotel offer a shuttle service to or from the train station?,,3.0,2.0,3.0,,,,,2.67,257,12
5991,SYSTEM,"No, I'm sorry, Alexander Bed & Breakfast does not have a shuttle service. Would you like some help with transportation?",,,,,,,,,,257,13
5992,USER,"No, that will be all. Thank you.",general-thank,3.0,4.0,3.0,,,general,thank,3.33,257,14
5993,USER,OVERALL,,3.0,3.0,3.0,,,,,3.0,257,15
5994,USER,I'm interested in rooms for the night where you can get free wifi.,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,258,0
5995,SYSTEM,There are 32 hotels or guesthouses with free wifi. What price range are you looking for?,Hotel-Request,,,,,,Hotel,Request,,258,1
5996,USER,"I'm looking for something in a moderate price range, but it must have at least a 4 star rating.",Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,258,2
5997,SYSTEM,"What part of town are you interested in? East, north or south?",Hotel-Request,,,,,,Hotel,Request,,258,3
5998,USER,I don't have a preference for the area.,,3.0,3.0,2.0,3.0,,,,2.75,258,4
5999,SYSTEM,How about a and b guest house?,Hotel-Recommend,,,,,,Hotel,Recommend,,258,5
6000,USER,that will be nice. get me the reference numbers,Hotel-Request,4.0,3.0,3.0,3.0,,Hotel,Request,3.25,258,6
6001,SYSTEM,When would you like to book this for?,Booking-Request,,,,,,Booking,Request,,258,7
6002,USER,Please book for Sunday for 3 nights and 6 people.,Hotel-Inform,3.0,3.0,2.0,3.0,,Hotel,Inform,2.75,258,8
6003,SYSTEM,"Sorry, the hotel can't accommodate you for that time frame? Want to try a different date?",Booking-Request,,,,,,Booking,Request,,258,9
6004,USER,"No, I need it for those days. Can you try different hotel?",Hotel-Inform,2.0,2.0,2.0,3.0,,Hotel,Inform,2.25,258,10
6005,SYSTEM,"I can try for the Acorn Guest House, if you'd like. They're on Chesterton Road.",Hotel-Recommend,,,,,,Hotel,Recommend,,258,11
6006,USER,Sounds good. Can you try and book that one please.,,3.0,3.0,2.0,3.0,,,,2.75,258,12
6007,SYSTEM,"Sorry, the Acorn Guest house is not able to accomodate you either. I checked with the other moderately priced 4 star lodgings with free wifi, and none have those dates available. Will any other stay work for you?",Booking-Request,,,,,,Booking,Request,,258,13
6008,USER,How is the dry cleaning service?,,2.0,3.0,2.0,3.0,,,,2.5,258,14
6009,SYSTEM,The hotel does not provide dry cleaning service. Would you like to make a reservation?,,,,,,,,,,258,15
6010,USER,Can we try for just 2 nights then?,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,258,16
6011,SYSTEM,I've booked that for you. The reference number is 3CRY3DDP. May I help with anything else?,Booking-Book,,,,,,Booking,Book,,258,17
6012,USER,Does the Acorn Guest House offer WiFi to their guests?,,3.0,3.0,3.0,3.0,,,,3.0,258,18
6013,SYSTEM,"Fortunately, this establishment offers free WIFI. Is there anything else I can do for you today?",,,,,,,,,,258,19
6014,USER,Yes I need to know if they have a concierge service please.,,3.0,3.0,3.0,3.0,,,,3.0,258,20
6015,SYSTEM,Concierge services for guests are not provided. Do you require any further assistance?,,,,,,,,,,258,21
6016,USER,"nope, that's all I need thank you!",general-thank,4.0,3.0,3.0,3.0,,general,thank,3.25,258,22
6017,USER,OVERALL,,3.0,3.0,3.0,3.0,,,,3.0,258,23
6018,USER,"Hello, I am looking for a Malaysian restaurant on the north side of town.",Restaurant-Inform,5.0,3.0,3.0,3.0,,Restaurant,Inform,3.5,259,0
6019,SYSTEM,I'm sorry. I don't show any results for Malaysian restaurants on the north side of town. Would you like me to search any other areas?,Restaurant-Request,,,,,,Restaurant,Request,,259,1
6020,USER,"No, how about a French restaurant instead?",Restaurant-Inform,2.0,2.0,3.0,2.0,,Restaurant,Inform,2.25,259,2
6021,SYSTEM,How about restaurant two two at 22 chesterton road Chesterton,Restaurant-Select,,,,,,Restaurant,Select,,259,3
6022,USER,Is the restaurant have outdoor seating?,,3.0,3.0,4.0,3.0,,,,3.25,259,4
6023,SYSTEM,"No, this restaurant only has indoor seating. Do you need any other information about this restaurant?",,,,,,,,,,259,5
6024,USER,Can I just get my food to go?,,5.0,3.0,3.0,3.0,,,,3.5,259,6
6025,SYSTEM,"No, the restaurant does not offer takeout. Anything else I can do for you?",,,,,,,,,,259,7
6026,USER,Can customers enjoy free wifi as they dine in?,,5.0,3.0,3.0,3.0,,,,3.5,259,8
6027,SYSTEM,No. There's no free wifi at Restaurant Two Two for dine-in customers. Is this everything you need?,,,,,,,,,,259,9
6028,USER,"Phone number, please.",Restaurant-Request,5.0,3.0,3.0,3.0,,Restaurant,Request,3.5,259,10
6029,SYSTEM,Their phone number is 01223 351880.,Hotel-Inform,,,,,,Hotel,Inform,,259,11
6030,USER,"Thanks, goodbye!",general-thank,3.0,4.0,3.0,3.0,,general,thank,3.25,259,12
6031,USER,OVERALL,,5.0,3.0,3.0,3.0,,,,3.5,259,13
6032,USER,Can you help me find a place to stay? It should be cheap.,Hotel-Inform,4.0,3.0,3.0,,,Hotel,Inform,3.33,260,0
6033,SYSTEM,There are 10 cheap places to stay. Do you have any other preferences or would you like my recommendation?,general-reqmore,,,,,,general,reqmore,,260,1
6034,USER,I would like a recommendation for a cozy Bed and Breakfast.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,260,2
6035,SYSTEM,May I please have the specific area and price range? So that I may narrow down the search.,Hotel-Request,,,,,,Hotel,Request,,260,3
6036,USER,Do they have a concierge there if I have any other questions while I'm there?,,4.0,3.0,3.0,,,,,3.33,260,4
6037,SYSTEM,Allenbell does not provide concierge service. Anything else I can do for you?,,,,,,,,,,260,5
6038,USER,A cheap one. I don't have a lot of money. One with free wifi for 8 and 5 nights starting friday please.,Hotel-Inform,4.0,3.0,3.0,,,Hotel,Inform,3.33,260,6
6039,SYSTEM,"I have no cheap bed and breakfast places, shall I try another type or price?",Hotel-Request,,,,,,Hotel,Request,,260,7
6040,USER,Try another type.,Hotel-Inform,4.0,3.0,3.0,,,Hotel,Inform,3.33,260,8
6041,SYSTEM,I have 9 guesthouses in the cheap price range with wifi. What part of town would you prefer?,Hotel-Request,,,,,,Hotel,Request,,260,9
6042,USER,I would like to stay on the east side.,Hotel-Inform,4.0,3.0,3.0,,,Hotel,Inform,3.33,260,10
6043,SYSTEM,The Allenbell seems nice. It has four starts. Does that work?,Hotel-Select,,,,,,Hotel,Select,,260,11
6044,USER,Does The Allenbell offer concierge service?,,3.0,3.0,3.0,,,,,3.0,260,12
6045,SYSTEM,There are no concierge services at the Autumn House. Would you like any more information on this hotel?,,,,,,,,,,260,13
6046,USER,That will be fine. Can you book the Allenbell for my stay?,Hotel-Inform,4.0,3.0,3.0,,,Hotel,Inform,3.33,260,14
6047,SYSTEM,I have booked the Allenbell for your upcoming stay. Is there anything else I can do for you?,Booking-Book,,,,,,Booking,Book,,260,15
6048,USER,"I'll need that reference number, please.",Hotel-Request,2.0,3.0,3.0,,,Hotel,Request,2.67,260,16
6049,SYSTEM,"I'm sorry, the booking was unsuccessful. Would you like me to try another guesthouse in the same price range?",general-reqmore,,,,,,general,reqmore,,260,17
6050,USER,"Wow, I'm certainly glad I asked for the reference number! Yes, please do try another in the same price range.",Hotel-Request,4.0,3.0,3.0,,,Hotel,Request,3.33,260,18
6051,SYSTEM,I'm sorry for the this. I successfully booked for you accomodation at autumn house. Your reservation number is 9ZA0N2FW.,Booking-Book,,,,,,Booking,Book,,260,19
6052,USER,"Awesome, thank you for your assistance. Bye!",general-bye,3.0,4.0,3.0,,,general,bye,3.33,260,20
6053,USER,OVERALL,,4.0,3.0,3.0,,,,,3.33,260,21
6054,USER,I need help booking a train. Can you help me?,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,261,0
6055,SYSTEM,I would be happy to help. What day will you be travelling and from which station?,Train-Request,,,,,,Train,Request,,261,1
6056,USER,I would like to leave on Saturday from Liecester and arrive by 18:30.,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,261,2
6057,SYSTEM,"I'm sorry, there are no trains leaving Liecester on Saturday.",Train-OfferBooked,,,,,,Train,OfferBooked,,261,3
6058,USER,"I need a train to go from Leicester to Cambridge. This will be on Satruday. Please, look again.",Train-Inform,3.0,3.0,2.0,3.0,,Train,Inform,2.75,261,4
6059,SYSTEM,Yes sorry there are some here but the earliest time I have leaving is at 19:09.,Train-Inform,,,,,,Train,Inform,,261,5
6060,USER,"Yes, please give me the train id for one.",Train-Inform,3.0,3.0,2.0,3.0,,Train,Inform,2.75,261,6
6061,SYSTEM,"Sure, TR5790 is the train leaving at 19:09.",Train-Inform,,,,,,Train,Inform,,261,7
6062,USER,Can I smoke on this train?,,3.0,3.0,3.0,3.0,,,,3.0,261,8
6063,SYSTEM,Smoking is not allowed on the train. Anything else?,,,,,,,,,,261,9
6064,USER,How can I stay connected to the Internet using this train's WiFi?,,3.0,3.0,3.0,3.0,,,,3.0,261,10
6065,SYSTEM,You will be able to stay connected via the basic wifi on the train. Are you ready to book your ride?,,,,,,,,,,261,11
6066,USER,Can I cancel this ticket if my plans change?,,3.0,3.0,3.0,3.0,,,,3.0,261,12
6067,SYSTEM,There is a 12 GBP fee for cancellations unless the train is cancelled or delayed. Do you have anything else you need help with?,,,,,,,,,,261,13
6068,USER,"I'm also looking for an attraction in the Centre, what do you recommend?",Attraction-Inform,3.0,3.0,3.0,3.0,,Attraction,Inform,3.0,261,14
6069,SYSTEM,what type of attraction do you want?,Attraction-Request,,,,,,Attraction,Request,,261,15
6070,USER,"I don't know, let's say a museum. I need the address too.",Attraction-Inform,3.0,3.0,3.0,3.0,,Attraction,Inform,3.0,261,16
6071,SYSTEM,"castle galleries is quite nice, they are at unit su43, grande arcade, saint andrews st. Free admission too",Attraction-Recommend,,,,,,Attraction,Recommend,,261,17
6072,USER,"Free is the right price tag for me. I appreciate all your help, that's it for today. Have a great day!",,3.0,4.0,3.0,3.0,,,,3.25,261,18
6073,SYSTEM,"Glad I could help, have a great day.",general-bye,,,,,,general,bye,,261,19
6074,USER,You too and thank you for your help. I;m looking forward to a nice day.,general-thank,3.0,4.0,3.0,3.0,,general,thank,3.25,261,20
6075,USER,OVERALL,,4.0,4.0,3.0,3.0,,,,3.5,261,21
6076,USER,I am looking for a museum attraction in East Cambridge. Could you help me with that?,Attraction-Inform,4.0,3.0,3.0,,,Attraction,Inform,3.33,262,0
6077,SYSTEM,The Cambridge Artworks museum is located in East Cambridge. Does that sound like something you are interested in?,Attraction-Inform,,,,,,Attraction,Inform,,262,1
6078,USER,That sounds great! How much does it cost?,,4.0,4.0,3.0,,,,,3.67,262,2
6079,SYSTEM,Cambridge Artworks is actually free! Would you like the address?,Attraction-Inform,,,,,,Attraction,Inform,,262,3
6080,USER,"Yes, please. Can I get the phone number as well?",Attraction-Request,4.0,4.0,3.0,,,Attraction,Request,3.67,262,4
6081,SYSTEM,"You sure can. The address is 5 greens road, cb13ef. The phone number is 01223902168. Is there anything else I can assist with?",Attraction-Inform,,,,,,Attraction,Inform,,262,5
6082,USER,"Yes, I need a train out of Cambridge on Monday",Train-Inform,4.0,3.0,3.0,,,Train,Inform,3.33,262,6
6083,SYSTEM,We will miss you! Where are you traveling to?,general-greet,,,,,,general,greet,,262,7
6084,USER,I'm going to leicester.,Train-Inform,4.0,3.0,3.0,,,Train,Inform,3.33,262,8
6085,SYSTEM,"There's a train leaving cambridge every hour, what time do you want to leave and/or what time do you want to get to your destination?",Train-Request,,,,,,Train,Request,,262,9
6086,USER,I'd like to leave on the first train available after 9:00.,Train-Inform,4.0,3.0,3.0,,,Train,Inform,3.33,262,10
6087,SYSTEM,TR2192 leaves at 09 21 shall I book it ?,Train-OfferBook,,,,,,Train,OfferBook,,262,11
6088,USER,Is there parking at the train station?,,3.0,3.0,3.0,,,,,3.0,262,12
6089,SYSTEM,"Yes, there is a parking facility at the station, You may call the station for admission information. Would you like me to book it?",,,,,,,,,,262,13
6090,USER,Yes please for 1 person and I'll need the reference number.,Train-Request,4.0,4.0,3.0,,,Train,Request,3.67,262,14
6091,SYSTEM,You're all set! Your reference number is ZL6AOT03 and the total fee is 37.79 GBP payable at the station.,Train-OfferBooked,,,,,,Train,OfferBooked,,262,15
6092,USER,"If I need to, can I cancel that ticket later?",,5.0,3.0,3.0,,,,,3.67,262,16
6093,SYSTEM,There is a fee of 12 GBP if you cancel. Anything else I can help you with today?,,,,,,,,,,262,17
6094,USER,How would I be able to connect to the Internet on WiFi?,,5.0,3.0,3.0,,,,,3.67,262,18
6095,SYSTEM,Wifi comes free of charge on board. Would you like any more information?,,,,,,,,,,262,19
6096,USER,Thanks. That was all I needed today. Goodbye.,general-thank,4.0,3.0,3.0,,,general,thank,3.33,262,20
6097,USER,OVERALL,,4.0,3.0,3.0,,,,,3.33,262,21
6098,USER,I need a hotel to stay with a 3 star rating please.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,263,0
6099,SYSTEM,"There are 2 hotels with 3 stars. They are both quite similar, but the Gonville Hotel has a little better reputation. Can I tell you anything about it?",Hotel-Inform,,,,,,Hotel,Inform,,263,1
6100,USER,"Yes, is either of these hotels located in the north?",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,263,2
6101,SYSTEM,No they are located in the centre and the south.,Hotel-NoOffer,,,,,,Hotel,NoOffer,,263,3
6102,USER,I need the address and phone to them please.,Hotel-Request,3.0,3.0,3.0,,,Hotel,Request,3.0,263,4
6103,SYSTEM,the phone number is 01223366611 and adress is gonville place,Hotel-Inform,,,,,,Hotel,Inform,,263,5
